0,1,2,3,4,5,TOTAL,Dataset
-2.1302602,0.62251747,0.40782055,2.5750892,-2.3130732,2.2864633,1.0,Chm9
-1.8146874,0.7247183,0.27212918,2.9303298,-2.2240477,2.2452707,0.0,Chm10
-1.8148916,0.7460978,0.23016252,2.8986053,-2.167155,2.1996543,0.0,Chm10
-1.7677406,0.7305082,0.22937638,2.9304812,-2.1039839,2.137292,0.0,Chm10
-1.8304011,0.75906473,0.2998206,2.90324,-2.1205041,2.1756864,0.0,Chm10
-1.8363298,0.77500165,0.25965783,2.9277833,-2.1645324,2.2104893,0.0,Chm10
-1.8238126,0.7641457,0.24891722,2.933556,-2.172324,2.2105217,0.0,Chm10
-1.8109162,0.7589487,0.24228498,2.9137027,-2.1488833,2.1938145,0.0,Chm10
-1.798128,0.7476345,0.21806563,2.9111989,-2.1407824,2.1732469,0.0,Chm10
-1.7633221,0.7190554,0.17419948,2.9647126,-2.1333277,2.1261256,0.0,Chm10
-1.8011683,0.74025494,0.22643472,2.9286175,-2.1319015,2.1561096,0.0,Chm10
-1.4183253,0.85685194,-0.048797257,2.6546717,-2.0344033,2.3137248,1.0,Chm11
-1.4254075,0.8526072,-0.032866582,2.65435,-2.0473526,2.3241148,1.0,Chm11
-1.4399524,0.8585105,-0.056317504,2.6087165,-2.080803,2.354993,1.0,Chm11
-1.3844675,0.85896415,-0.08929913,2.5732002,-2.020346,2.3193045,1.0,Chm11
-1.4110616,0.85510504,-0.04831738,2.5777545,-2.0390701,2.3385327,1.0,Chm11
-1.4167237,0.85240275,-0.0517585,2.5814927,-2.056219,2.348555,1.0,Chm11
-1.4162036,0.8587749,-0.030662186,2.5774856,-2.0301363,2.338431,1.0,Chm11
-1.4019186,0.8524255,-0.047408678,2.5821671,-2.0395396,2.3435366,1.0,Chm11
-1.3980178,0.8600297,-0.06751222,2.577137,-2.0338619,2.3391383,1.0,Chm11
-1.4337904,0.86350805,-0.02392232,2.5741806,-2.0264564,2.3356135,1.0,Chm11
-3.128532,0.32508966,0.8002065,1.4268246,-2.5088124,2.5077448,1.0,Chm12
-3.063683,0.25553912,0.71166044,1.3809495,-2.4094408,2.3577602,1.0,Chm12
-3.0279982,0.20480917,0.64388716,1.3400909,-2.3891625,2.2909684,1.0,Chm12
-3.1082163,0.26143816,0.72756445,1.4069675,-2.4988842,2.4319155,1.0,Chm12
-3.0842872,0.25578433,0.72012097,1.4741998,-2.4759045,2.3844297,1.0,Chm12
-3.072936,0.21774964,0.689423,1.4822209,-2.503659,2.3720653,1.0,Chm12
-3.0915096,0.23808253,0.7140935,1.4658153,-2.5034842,2.393651,1.0,Chm12
-2.9877155,0.14617035,0.6026955,1.3664709,-2.4369164,2.2816315,1.0,Chm12
-3.0138488,0.20118575,0.65421,1.3517658,-2.4489365,2.358137,1.0,Chm12
-3.0375624,0.22584829,0.6679445,1.3216197,-2.3947964,2.3310378,1.0,Chm12
-2.0999522,0.5892878,0.43584803,2.559517,-2.172298,2.135468,0.0,Chm13
-2.161202,0.6122932,0.5000329,2.559974,-2.2383611,2.2261999,0.0,Chm13
-2.1814618,0.6153074,0.48983485,2.5755959,-2.2351627,2.2006962,0.0,Chm13
-2.1408405,0.5838616,0.4380669,2.5707166,-2.213509,2.1522322,0.0,Chm13
-2.0524106,0.54580736,0.38567296,2.6206748,-2.1316643,2.030653,0.0,Chm13
-2.1911745,0.61166126,0.507564,2.564195,-2.2503068,2.2197554,0.0,Chm13
-2.2071085,0.6363276,0.5515727,2.5579245,-2.279793,2.2856653,0.0,Chm13
-2.1359665,0.5877015,0.50061613,2.6137443,-2.308497,2.2611725,0.0,Chm13
-2.2311952,0.65907496,0.59499276,2.5237703,-2.2466643,2.2923853,0.0,Chm13
-2.21595,0.6731208,0.58314186,2.4964323,-2.163423,2.236238,0.0,Chm13
-2.201683,0.6476838,0.6231644,2.54573,-2.2386045,2.2889898,0.0,Chm13
-2.9358358,0.21017991,0.6811812,1.3100811,-2.4233284,2.4037142,14.0,Chm14
-2.9478524,0.1543283,0.62416774,1.2403902,-2.4275935,2.3599372,14.0,Chm14
-2.9392476,0.12890236,0.6054898,1.2588807,-2.430635,2.3354788,14.0,Chm14
-2.908088,0.15621643,0.63397574,1.3664182,-2.5163248,2.4282498,14.0,Chm14
-1.758716,0.70752233,0.1466826,2.9347541,-2.0787754,2.0592039,0.0,Chm16
-1.78042,0.7031292,0.17523277,2.948116,-2.0970907,2.071707,0.0,Chm16
-1.9549867,0.77092075,0.35363907,2.8931067,-2.2338555,2.258469,0.0,Chm16
-1.9464467,0.7739014,0.3466912,2.878944,-2.2122838,2.245023,0.0,Chm16
-1.9416678,0.77705437,0.35938448,2.8984885,-2.217897,2.2565553,0.0,Chm16
-1.9107006,0.75574154,0.31386432,2.905872,-2.215437,2.2294004,0.0,Chm16
-1.772225,0.71054137,0.1434625,2.9488804,-2.0792205,2.0520291,0.0,Chm16
-1.7764285,0.7004332,0.16769136,2.9621036,-2.1300452,2.0956492,0.0,Chm16
-1.9216324,0.76490474,0.3317486,2.9185908,-2.2188087,2.2369308,0.0,Chm16
-1.9501001,0.7891136,0.36237106,2.9092875,-2.2181685,2.2582579,0.0,Chm16
-1.7129388,0.83877003,0.2435058,2.7494323,-2.0080173,2.2274406,0.0,Chm17
-1.7413172,0.8461495,0.27649817,2.7260776,-2.0031755,2.237359,0.0,Chm17
-1.7718422,0.8805722,0.328276,2.697859,-1.960187,2.2424252,0.0,Chm17
-1.750142,0.87155116,0.33410487,2.7511287,-1.9504148,2.2150576,0.0,Chm17
-1.7127541,0.8433651,0.2610049,2.7232418,-1.9884747,2.227019,0.0,Chm17
-1.7120347,0.8391748,0.24210423,2.7502413,-2.0065928,2.2262588,0.0,Chm17
-1.710328,0.834757,0.23698622,2.7428758,-2.0091422,2.224355,0.0,Chm17
-1.75543,0.85329103,0.29007286,2.7630572,-2.0234094,2.2508562,0.0,Chm17
-1.7623194,0.850706,0.29579806,2.7620883,-2.0239925,2.2450671,0.0,Chm17
-1.7668409,0.83862406,0.28137428,2.7852345,-2.0439835,2.2406952,0.0,Chm17
-1.7404366,0.853463,0.27612105,2.7677426,-2.0339704,2.2594774,0.0,Chm17
-2.2467647,0.53291374,0.5100719,2.3871956,-2.294475,2.263437,0.0,Chm18
-2.212378,0.503165,0.42007372,2.4870262,-2.3111162,2.1824396,0.0,Chm18
-2.194528,0.5684664,0.5549494,2.3485746,-2.0847225,2.1308923,0.0,Chm18
-2.1870022,0.48093933,0.43241563,2.5068443,-2.2762997,2.137502,0.0,Chm18
-2.3219378,0.59768075,0.52574,2.4112644,-2.2390754,2.222142,0.0,Chm18
-2.2137842,0.4938434,0.4225692,2.415681,-2.2982407,2.1984234,0.0,Chm18
-2.2496705,0.5403256,0.43042013,2.430571,-2.2298644,2.1445336,0.0,Chm18
-2.2838094,0.5368365,0.47861847,2.4500053,-2.3652823,2.2763343,0.0,Chm18
-2.2703865,0.49480197,0.44188625,2.462286,-2.4453516,2.3127148,0.0,Chm18
-2.2930586,0.534414,0.4756545,2.4543862,-2.4085262,2.3168817,0.0,Chm18
-2.4392774,0.40640306,0.5696029,2.339694,-2.4420073,2.2822537,1.0,Chm19
-2.420157,0.3733723,0.51289564,2.3547342,-2.4776778,2.2700884,1.0,Chm19
-2.5005157,0.4418092,0.5780309,2.300054,-2.4531422,2.3261428,1.0,Chm19
-2.436182,0.40659428,0.5804079,2.321584,-2.4176812,2.2711053,1.0,Chm19
-2.470011,0.4116705,0.56108207,2.3242533,-2.458544,2.2967303,1.0,Chm19
-2.4764345,0.4061142,0.5313994,2.3106441,-2.4883993,2.3186471,1.0,Chm19
-2.4708788,0.41356716,0.555632,2.3032634,-2.451733,2.2960968,1.0,Chm19
-2.4720547,0.4145593,0.581071,2.337376,-2.44911,2.2894387,1.0,Chm19
-2.480197,0.42269418,0.57404697,2.321461,-2.4529374,2.3019469,1.0,Chm19
-2.4789011,0.41663826,0.57108235,2.3023882,-2.448404,2.3021483,1.0,Chm19
-2.295389,0.43216765,0.53347015,2.4931662,-2.398209,2.2213027,0.0,Chm20
-2.285104,0.42565542,0.46799526,2.450756,-2.323317,2.1317577,0.0,Chm20
-2.2976136,0.43821973,0.50024104,2.4413688,-2.2999852,2.1259933,0.0,Chm20
-2.290281,0.4205845,0.48370707,2.4503376,-2.3306124,2.1354191,0.0,Chm20
-2.349406,0.48267454,0.5839214,2.44777,-2.3689148,2.2474775,0.0,Chm20
-2.360535,0.5023366,0.61817163,2.4740765,-2.3759673,2.271812,0.0,Chm20
-2.277719,0.41912693,0.46841094,2.4622564,-2.346717,2.1464756,0.0,Chm20
-2.1416774,0.31066015,0.4039537,2.6375983,-2.521175,2.2033358,0.0,Chm20
-2.261332,0.4087089,0.5145006,2.5854876,-2.4668565,2.2346559,0.0,Chm20
-2.3598907,0.47123137,0.5650828,2.5265102,-2.4434912,2.2661934,0.0,Chm20
-2.9608347,0.27233195,0.77232224,1.873,-2.5174956,2.3540986,3.0,Chm21
-2.964852,0.25987875,0.7426631,1.8174783,-2.5061374,2.3494484,3.0,Chm21
-3.0171967,0.29005426,0.78163314,1.8454064,-2.4997244,2.3510582,3.0,Chm21
-3.0409415,0.2798654,0.7819125,1.8055091,-2.5197394,2.3692374,3.0,Chm21
-3.0024612,0.29852992,0.8013381,1.8777199,-2.5787494,2.4338052,3.0,Chm21
-3.009143,0.32238036,0.8282255,1.8559175,-2.528931,2.4229681,3.0,Chm21
-3.0214827,0.33197388,0.8345205,1.8546845,-2.5702841,2.4713826,3.0,Chm21
-3.0354192,0.3549136,0.85524267,1.8471115,-2.5215096,2.4406915,3.0,Chm21
-3.0496805,0.37057948,0.8727045,1.8499117,-2.5173888,2.4467382,3.0,Chm21
-3.0598116,0.3984824,0.8970803,1.8650998,-2.5144777,2.460942,3.0,Chm21
-2.2081013,0.8429179,0.6603777,2.8521593,-2.100941,2.1953373,0.0,Chm22
-2.152567,0.8049441,0.5991693,2.8323972,-2.0388758,2.1051176,0.0,Chm22
-2.1520739,0.8171039,0.6062629,2.8766384,-2.0712008,2.1330004,0.0,Chm22
-2.159173,0.82591504,0.6192592,2.8725407,-2.0741668,2.1500459,0.0,Chm22
-2.1403737,0.8076849,0.5869554,2.8892338,-2.0519707,2.1018,0.0,Chm22
-2.1242025,0.79827887,0.5626404,2.917316,-2.072216,2.0964026,0.0,Chm22
-2.1175334,0.78559655,0.55269533,2.9100156,-2.071236,2.0862927,0.0,Chm22
-2.1244533,0.8068584,0.5665884,2.9192245,-2.0751214,2.1070805,0.0,Chm22
-2.1370604,0.7965267,0.56148225,2.8775477,-2.09859,2.131589,0.0,Chm22
-2.2962599,0.27207738,0.3471268,2.296118,-2.3425736,2.0239153,0.0,Chm23
-2.4469402,0.3693829,0.5000467,2.3084023,-2.463251,2.2539608,0.0,Chm23
-2.4697998,0.37459382,0.5228988,2.3292534,-2.4858854,2.2696478,0.0,Chm23
-2.4713256,0.38497624,0.52696824,2.3263972,-2.4733677,2.2678614,0.0,Chm23
-2.4229307,0.35896003,0.48712087,2.328584,-2.454643,2.2265005,0.0,Chm23
-2.4315915,0.35854173,0.47937047,2.313434,-2.4671626,2.2398925,0.0,Chm23
-2.458577,0.3837019,0.49199802,2.31874,-2.452648,2.2438216,0.0,Chm23
-2.4430945,0.3696268,0.4840694,2.3121562,-2.4561718,2.2370727,0.0,Chm23
-2.4622898,0.38954332,0.5071746,2.2911177,-2.451716,2.2625208,0.0,Chm23
-2.475437,0.4023349,0.5209318,2.2573166,-2.4226625,2.2595062,0.0,Chm23
-1.7464596,0.81460726,0.28519288,3.1100612,-2.0986705,2.1816711,0.0,Chm24
-1.8351312,0.8804813,0.41965184,3.1137538,-2.0801075,2.2218337,0.0,Chm24
-1.8211393,0.8630552,0.38459632,3.1082625,-2.0825365,2.1961133,0.0,Chm24
-1.7888348,0.8548172,0.32609597,3.096877,-2.073668,2.1811652,0.0,Chm24
-1.8019241,0.8430847,0.32037753,3.0896919,-2.0949194,2.1827168,0.0,Chm24
-1.78899,0.8450389,0.3311032,3.0936143,-2.066315,2.1654196,0.0,Chm24
-1.7294225,0.846572,0.3156689,3.1003664,-2.0581489,2.189979,0.0,Chm24
-1.7275107,0.82057536,0.29386225,3.0946558,-2.0705316,2.1769452,0.0,Chm24
-1.7494001,0.8357152,0.3213677,3.0827978,-2.0518,2.1739466,0.0,Chm24
-2.2564075,0.903005,0.6368092,2.8949833,-2.1144178,2.2137215,0.0,Chm25
-2.267613,0.8982977,0.63462883,3.0017574,-2.1688385,2.2124505,0.0,Chm25
-2.267944,0.86994314,0.59799325,2.9739647,-2.217642,2.231521,0.0,Chm25
-2.1949208,0.8358252,0.5242332,3.015246,-2.2278228,2.205388,0.0,Chm25
-1.5818557,0.39414495,-0.0065499237,3.4567542,-2.3909261,2.091256,0.0,Chm25
-2.2152941,0.84900516,0.5343508,2.9513173,-2.2038586,2.209485,0.0,Chm25
-2.22693,0.8498382,0.55300754,3.0458786,-2.2332625,2.2052503,0.0,Chm25
-2.2407455,0.8869509,0.58586913,3.0093386,-2.1915712,2.2157447,0.0,Chm25
-2.2513225,0.87407416,0.58418477,3.0082216,-2.1911912,2.19724,0.0,Chm25
-2.2410216,0.86661917,0.5362274,3.021409,-2.2173324,2.1985917,0.0,Chm25
-2.2523227,0.87138253,0.5946343,2.9988527,-2.1836734,2.193719,0.0,Chm25
-2.0636804,0.9549696,0.68956035,2.8273337,-1.9966798,2.289157,0.0,Chm26
-2.0707726,0.9594371,0.6956737,2.8241124,-1.9916362,2.2859364,0.0,Chm26
-2.0815783,0.9700954,0.69493854,2.8122694,-1.9939578,2.2970963,0.0,Chm26
-2.0520017,0.9546764,0.68015593,2.83435,-1.9904557,2.2792025,0.0,Chm26
-2.0708287,0.9542467,0.6866325,2.8063288,-1.9990705,2.2935376,0.0,Chm26
-2.0644763,0.95785856,0.6945646,2.8035893,-1.9733771,2.2792141,0.0,Chm26
-2.0620081,0.9578506,0.6866417,2.8238122,-1.996653,2.292365,0.0,Chm26
-2.0589511,0.9535701,0.68790007,2.829146,-1.9925948,2.282785,0.0,Chm26
-2.0715501,0.96110547,0.69756347,2.8116653,-1.9863782,2.2881157,0.0,Chm26
-2.0706024,0.9561223,0.67630243,2.8072672,-2.005831,2.2954195,0.0,Chm26
-2.5387602,0.6633917,0.81097114,2.3194752,-2.1229517,2.2174518,0.0,Chm27
-2.553714,0.6817519,0.8249608,2.3160887,-2.1147048,2.225202,0.0,Chm27
-2.5655093,0.6917478,0.8342097,2.2971926,-2.1044123,2.2260802,0.0,Chm27
-2.5704699,0.695956,0.83725953,2.295551,-2.102773,2.2270923,0.0,Chm27
-2.5776796,0.7088426,0.8496721,2.3013167,-2.0994284,2.2311914,0.0,Chm27
-2.5840166,0.7159997,0.8538157,2.297385,-2.0964398,2.2336912,0.0,Chm27
-2.583882,0.7155697,0.8525712,2.3006072,-2.0995493,2.2349527,0.0,Chm27
-2.5884154,0.7151616,0.85269123,2.297625,-2.1005232,2.2345839,0.0,Chm27
-2.5891857,0.72204834,0.857431,2.3017752,-2.097454,2.2393303,0.0,Chm27
-2.5892408,0.72494453,0.85631174,2.2849555,-2.081548,2.2296445,0.0,Chm27
-2.700255,0.52717227,0.5953223,2.11558,-2.4724686,2.4261582,1.0,Chm28
-2.6239636,0.56674045,0.5934186,2.2027917,-2.4738894,2.4522529,1.0,Chm28
-2.6513433,0.60283613,0.66887,2.0945375,-2.3207138,2.4002748,1.0,Chm28
-2.734203,0.6922745,0.72622764,2.0141573,-2.2772605,2.4359515,1.0,Chm28
-2.651805,0.64461744,0.6080378,2.0482008,-2.2420478,2.3374784,1.0,Chm28
-2.610227,0.55483276,0.5830631,2.186952,-2.4946105,2.467356,1.0,Chm28
-2.657891,0.55214626,0.5741421,2.1099553,-2.4925246,2.4647574,1.0,Chm28
-2.5307004,0.4783785,0.54185635,2.2446234,-2.432467,2.335078,1.0,Chm28
-2.593639,0.53206295,0.56236094,2.1635718,-2.4083989,2.3654277,1.0,Chm28
-2.7797887,0.7426196,0.76727545,2.0239818,-2.1914308,2.36937,1.0,Chm28
-1.6680768,0.82810926,0.112904266,2.8817258,-2.1815896,2.3113291,4.0,Chm29
-1.6633713,0.82539266,0.05579119,2.8807316,-2.2616541,2.3604734,4.0,Chm29
-1.6498518,0.7996859,0.06726587,2.8995397,-2.230396,2.3198876,4.0,Chm29
-1.6358439,0.7972088,0.0979104,2.9046977,-2.1944742,2.3018517,4.0,Chm29
-1.5994111,0.8019465,-0.00038095564,2.9094965,-2.1579893,2.242636,4.0,Chm29
-1.7029492,0.86759025,0.12584446,2.8310907,-2.1535623,2.3154194,4.0,Chm29
-1.615229,0.7996492,0.048159588,2.9065046,-2.1604266,2.2587152,4.0,Chm29
-1.5944741,0.7817453,0.0670438,2.8935604,-2.1040063,2.2152896,4.0,Chm29
-1.6337092,0.86430025,0.12425548,2.8535795,-2.0589132,2.254591,4.0,Chm29
-2.685502,0.5645865,0.6283709,1.6404576,-2.1631243,2.347247,3.0,Chm30
-2.7031536,0.5717989,0.63836884,1.6292286,-2.1673443,2.3533874,3.0,Chm30
-2.399354,0.39210162,0.37096515,1.8217006,-2.199341,2.1525352,3.0,Chm30
-2.3955843,0.381702,0.36778584,1.7995527,-2.2163599,2.1649244,3.0,Chm30
-2.4702225,0.43351492,0.4678219,1.8628851,-2.2321503,2.230346,3.0,Chm30
-2.4566174,0.42569828,0.4581223,1.8691038,-2.2273226,2.2124853,3.0,Chm30
-2.4891217,0.41540852,0.46995163,1.8215977,-2.2660859,2.2581685,3.0,Chm30
-2.3427403,0.3540522,0.35311946,1.908133,-2.251417,2.147718,3.0,Chm30
-2.3807192,0.3553137,0.4010155,1.922287,-2.2634282,2.1666274,3.0,Chm30
-2.3969805,0.3615901,0.41610914,1.9007686,-2.2584312,2.177293,3.0,Chm30
-2.533586,0.42605388,0.48582074,2.1726358,-2.319095,2.1667144,3.0,Chm31
-2.5205326,0.41742733,0.46799487,2.2014632,-2.3358915,2.1596444,3.0,Chm31
-2.5294304,0.46904758,0.5376158,2.227562,-2.3628585,2.2506223,3.0,Chm31
-2.5255504,0.4327561,0.48862267,2.2294638,-2.371226,2.2022274,3.0,Chm31
-2.4897027,0.39995748,0.45641747,2.165546,-2.331118,2.161097,3.0,Chm31
-2.5124128,0.47267002,0.4875676,2.2193434,-2.3629434,2.231898,3.0,Chm31
-2.5722125,0.5072755,0.57010394,2.2091784,-2.3779395,2.3077784,3.0,Chm31
-2.520058,0.46114013,0.5069191,2.2047656,-2.3859558,2.2623472,3.0,Chm31
-2.514794,0.45244282,0.52782506,2.2172003,-2.3945105,2.2739708,3.0,Chm31
-2.3747258,0.21720187,0.48297334,2.6976187,-2.3890262,1.8873444,0.0,Chm33
-2.3902326,0.25569442,0.5144738,2.6811054,-2.3349245,1.8766518,0.0,Chm33
-2.371952,0.21928506,0.482829,2.7008722,-2.3552582,1.8491317,0.0,Chm33
-2.5369565,0.38821453,0.65628844,2.665207,-2.4521856,2.1208382,0.0,Chm33
-2.4059703,0.2600074,0.5157022,2.6798525,-2.3504148,1.8928909,0.0,Chm33
-2.3802512,0.25155413,0.5187225,2.690805,-2.322181,1.8569888,0.0,Chm33
-2.4685123,0.32931,0.6184527,2.6982877,-2.4346933,2.046903,0.0,Chm33
