0,1,2,TOTAL,Dataset
0.17737807403768763,0.08883513873995258,-0.014477047117979737,8.0,Chm1
0.22273939836271814,0.05163735432726167,-0.03928216832471557,8.0,Chm1
0.1653399757213473,0.0696595995356374,-0.02111609423501892,8.0,Chm1
0.2002079855792814,0.05191420645685039,-0.022559161867856052,8.0,Chm1
0.1547724636551878,0.07579632257438075,-0.01485517772589695,8.0,Chm1
0.17253257251390727,0.0867010785581472,-0.010049981478881805,8.0,Chm1
0.18447973904014225,0.07317058632741742,-0.024490717972114235,8.0,Chm1
0.16065804005907755,0.05484429685538562,-0.037022955944646406,8.0,Chm1
0.18179089735147935,0.08214828502617924,-0.021734739260859105,8.0,Chm1
0.1889319155256293,0.07673158288755151,-0.019753313445886093,8.0,Chm1
-0.267430639488802,0.06785324106661936,-0.021901604692672574,12.0,Chm2
-0.27158677035876205,0.045973813245312196,-0.05479713620049993,12.0,Chm2
-0.25763432266940806,0.022477168563225635,-0.06986697742462493,12.0,Chm2
-0.26520601907590563,0.048496895547635234,-0.04458433353613856,12.0,Chm2
-0.2673607786187372,0.03749755872033128,-0.06459769622148084,12.0,Chm2
-0.2543535869978068,0.015978203899342073,-0.06860630854184915,12.0,Chm2
-0.27954900686998824,0.07617885973486263,-0.038089435740408184,12.0,Chm2
-0.2827100851975564,0.08250907094887266,-0.03651181122380667,12.0,Chm2
-0.2672966088070776,0.048336300793670635,-0.04486180135047609,12.0,Chm2
-0.26431992135166915,0.04136937101091874,-0.050364076325596446,12.0,Chm2
-0.271987083547133,0.016401779267944446,-0.030463462860936173,3.0,Chm3
-0.26347017959296565,0.0024331057261288594,-0.033476674074972984,3.0,Chm3
-0.28127732005203754,0.03554736773402509,-0.028127909101825763,3.0,Chm3
-0.2751429663531212,0.02487619824049495,-0.029735987525196024,3.0,Chm3
-0.27975759998271854,0.033393722282543725,-0.027336806931007953,3.0,Chm3
-0.27780893088680364,0.02718134091347555,-0.03265985803881151,3.0,Chm3
-0.2783058775107843,0.02643401592052061,-0.03334468224258255,3.0,Chm3
-0.2898448909942128,0.04082874169879031,-0.03169297814907941,3.0,Chm3
-0.28786373655798664,0.043901199364491064,-0.02493788508751085,3.0,Chm3
-0.28697155981827305,0.04723250329193741,-0.013262984091765786,3.0,Chm3
-0.25682136099191455,0.022926948993386487,-0.06304117961002453,4.0,Chm4
-0.26001705173075207,0.02932232815613422,-0.05805797644832059,4.0,Chm4
-0.2566348825145429,0.021223486683107307,-0.06405385964765478,4.0,Chm4
-0.2610931298932113,0.0289466777006623,-0.060194989405402334,4.0,Chm4
-0.2618811917421021,0.03326768618760799,-0.05584648090021926,4.0,Chm4
-0.2635931740619149,0.03416888635105571,-0.057193941138568564,4.0,Chm4
-0.2625504785971389,0.030586322718912706,-0.06016536251523111,4.0,Chm4
-0.2644462241822636,0.03611159659016231,-0.05553719575593785,4.0,Chm4
-0.26076480572852306,0.027100895892849433,-0.06308040117744503,4.0,Chm4
-0.2616790944304238,0.030166870303369668,-0.058903360342719646,4.0,Chm4
0.02026659803203071,-0.04607074697612973,0.024459595002699445,1.0,Chm5
0.013783846566498968,-0.037766991998178186,0.02939448691363766,1.0,Chm5
-0.01192016747101949,-0.040853220422127356,0.01688760620100572,1.0,Chm5
-0.04521976717571127,-0.04737645544435838,-0.003616928983344598,1.0,Chm5
-0.04796536410783379,-0.04219716929452898,-0.001461343483184681,1.0,Chm5
0.029954244353622296,-0.06031629232346998,0.021987038566593647,1.0,Chm5
-0.017811975874012703,-0.03783818749811037,0.012884905386371902,1.0,Chm5
-0.02053085003026434,-0.031206691741190125,0.008925911640814048,1.0,Chm5
-0.008744758210181893,-0.030986695619460592,0.012661031457700618,1.0,Chm5
-0.0012215003383222018,-0.04590668468606215,0.009069280048288417,1.0,Chm5
-0.014539133700950592,-0.034212820183649434,0.014324161945532474,1.0,Chm5
0.4551508282976663,0.06937342683181988,0.015146464052055197,1.0,Chm6
0.5547922705923776,0.06744959441217858,0.03050482273463652,1.0,Chm6
0.5610920780211227,0.06569334489733317,0.012916084787345008,1.0,Chm6
0.47228426564488896,0.06572216999016836,0.015935517144078083,1.0,Chm6
0.35570576247583396,0.050848031006038484,0.021329967115507765,1.0,Chm6
0.4591286925596945,0.06462488282711545,0.012069385182341163,1.0,Chm6
0.37972569394778094,0.05881998057495256,0.01492965616308208,1.0,Chm6
0.38424191370208105,0.05722229688284336,0.013779747974439543,1.0,Chm6
0.4493507837350876,0.06855464679239727,0.019192857198002896,1.0,Chm6
0.42398435450496097,0.0901178819133993,0.023696139887031252,1.0,Chm6
-0.14787435624713957,-0.05472661707630145,-0.010937968333958888,1.0,Chm7
-0.155075298780445,-0.03783375962110963,-0.004307643461887298,1.0,Chm7
-0.14677494520705317,-0.04223402759848211,-0.0015067934316353396,1.0,Chm7
-0.15152291656336522,-0.03397662935881159,-0.0036122171314231346,1.0,Chm7
-0.16246601434633892,-0.017643538829054787,0.00984517523628006,1.0,Chm7
-0.159344122751587,-0.02820663850871277,0.003331626472393001,1.0,Chm7
-0.1568976815495545,-0.026385569896111474,0.00806951471728349,1.0,Chm7
-0.14974712099813167,-0.04106520900373118,-0.014633471759333428,1.0,Chm7
-0.14232615472265794,-0.02879419948099826,0.020989693678140586,1.0,Chm7
-0.08946971142638632,-0.023410466166552363,0.07831250277730484,0.0,Chm8
-0.09316912905549546,-0.015025590789161774,0.07535358284417944,0.0,Chm8
-0.09061428222922847,-0.012310640794811454,0.07916063762310258,0.0,Chm8
-0.09049923869445896,-0.013516799897521057,0.07795571579815824,0.0,Chm8
-0.09030214517101637,-0.010524364022936834,0.07675018547198265,0.0,Chm8
-0.09153865445676117,-0.008385223122380547,0.0810473256905219,0.0,Chm8
-0.08555702806178418,-0.023621194194079063,0.07563354043090442,0.0,Chm8
-0.08642401993062027,-0.01752316972340503,0.07933801114074539,0.0,Chm8
-0.08798430656434152,-0.023334162304673774,0.07850142708383137,0.0,Chm8
-0.09203552385752553,-0.019461688625440857,0.07438796797484791,0.0,Chm8
-0.09054012421771206,-0.01605014184362574,0.0773320874069496,0.0,Chm8
-0.09684067138815225,-0.01037767664545948,0.08077771875775927,0.0,Chm8
0.017715815976878102,-0.0473614499028767,-0.00028365118341499906,1.0,Chm9
0.0014634885605874226,-0.020054646563062183,0.012385503042336475,1.0,Chm9
0.017023255687956318,-0.021194070350250303,0.010017465684075898,1.0,Chm9
0.06183169474916386,-0.030271299537538012,0.021405882179169586,1.0,Chm9
0.026799132424859363,-0.041776835486598954,-0.0012455139670065553,1.0,Chm9
-0.0011602855589723246,-0.02035583209894737,0.007699471476658895,1.0,Chm9
0.014071144732590461,-0.04435052131182771,-0.007726087833925583,1.0,Chm9
-0.0018799445176812541,-0.03625998304277846,0.0019246898497443366,1.0,Chm9
-0.006492469602131937,-0.02935108704676922,0.005237498951282453,1.0,Chm9
0.008737889169826525,-0.037662681398195695,-0.005734005095189402,1.0,Chm9
0.1998156421539668,-0.07299078515216016,0.0017515310273139603,0.0,Chm10
0.2123518291827983,-0.04707913579663741,0.014853996933648342,0.0,Chm10
0.23700336616198603,-0.050764960788742625,0.025570108435431848,0.0,Chm10
0.2006556441208809,-0.04120024901887185,0.028123708258434243,0.0,Chm10
0.2111805837996888,-0.0432237625886073,0.016351987677547645,0.0,Chm10
0.21559110397695477,-0.04871468365283391,0.013287556214920398,0.0,Chm10
0.2206751511514965,-0.043055384975235166,0.015311942052909302,0.0,Chm10
0.22481974326062654,-0.04240928146810871,0.01680037879990236,0.0,Chm10
0.24883822266913447,-0.05858114080119432,0.018990085226707344,0.0,Chm10
0.22531737242044178,-0.04738928973573436,0.02065921629364889,0.0,Chm10
0.4079528046571286,0.05164942589755219,-0.03718207050712045,1.0,Chm11
0.3991177871108529,0.04803859555059192,-0.038981632733558626,1.0,Chm11
0.38952514414764244,0.058734463980566275,-0.0506763488154827,1.0,Chm11
0.41472016852394783,0.07423423586780904,-0.04614838664613551,1.0,Chm11
0.3952334884223212,0.06723737072208098,-0.045359881441176926,1.0,Chm11
0.3920978665688248,0.06397807763779023,-0.04916211631486707,1.0,Chm11
0.3906406055319213,0.06893512542829074,-0.04309177112756638,1.0,Chm11
0.39905030913318096,0.06371654309418387,-0.04628283593738618,1.0,Chm11
0.40736061774843146,0.07033907746032515,-0.04840135208601624,1.0,Chm11
0.38345818484940236,0.07155281812584319,-0.038821317362883946,1.0,Chm11
-0.3069902953363531,0.08808325137265191,-0.039212962998758844,1.0,Chm12
-0.3001591052430136,0.09164978403149064,-0.0274335554563463,1.0,Chm12
-0.2959843490914294,0.08925528912837506,-0.02943294077995939,1.0,Chm12
-0.2992985600829237,0.0787749758460974,-0.04467700536014943,1.0,Chm12
-0.2902374182932499,0.06805023373103292,-0.035167660400877904,1.0,Chm12
-0.28564265803791317,0.054243541105704535,-0.04587582854355695,1.0,Chm12
-0.29120721279758444,0.06170794507648331,-0.04099883114057085,1.0,Chm12
-0.28573233242037294,0.06256366327259515,-0.047295686379390245,1.0,Chm12
-0.29282706459238006,0.07506110345501936,-0.045979300931051625,1.0,Chm12
-0.29943338336184094,0.0959235539627328,-0.031268297918450025,1.0,Chm12
0.017249549848627258,-0.028221388285922223,0.029284444486561225,0.0,Chm13
-0.006416980633580017,-0.03020453746751973,0.014033538193177555,0.0,Chm13
-0.011339896908877758,-0.029083489825512225,0.021241887888268276,0.0,Chm13
0.0020302056819970615,-0.03305433244048036,0.021862497504295357,0.0,Chm13
0.04109943597042695,-0.043848376746677804,0.038749247719137424,0.0,Chm13
-0.01708856464312228,-0.029852625626814063,0.014822961081732072,0.0,Chm13
-0.022801355199308575,-0.029448824082993923,0.00927054364982494,0.0,Chm13
-7.58474795969528e-05,-0.056699287781094246,-0.001060641364066313,0.0,Chm13
-0.033317461618955324,-0.012699591324525899,0.013870050575521022,0.0,Chm13
-0.02572273510836701,0.005831632923113723,0.028437693027962146,0.0,Chm13
-0.028500402449370757,-0.02041145973595434,0.010485135528415564,0.0,Chm13
-0.3031906814191223,0.07561478739764019,-0.051332950241618575,14.0,Chm14
-0.30317264134162336,0.07687763022888532,-0.05734967767741558,14.0,Chm14
-0.2995715028687384,0.06771721908934224,-0.061050653393734305,14.0,Chm14
-0.29080364652598906,0.03877662507477556,-0.07735378478399182,14.0,Chm14
0.25556328703513626,-0.042375589939388635,0.02849915898963163,0.0,Chm16
0.24282848936503598,-0.05217126104602616,0.028070241415295544,0.0,Chm16
0.14677793729034874,-0.047225942250795454,0.011631834415878116,0.0,Chm16
0.15039659293609517,-0.04063563937120542,0.01611743852251099,0.0,Chm16
0.15314502344922334,-0.046153813649909135,0.013504047414061693,0.0,Chm16
0.16837294510731346,-0.051243061859987865,0.013584865515253754,0.0,Chm16
0.25408595788724075,-0.04422532485853361,0.03232025540262451,0.0,Chm16
0.24453760477365324,-0.059541427182576157,0.01840691477476803,0.0,Chm16
0.1636419339223611,-0.05217688859494084,0.013854362642483747,0.0,Chm16
0.153070727813731,-0.04535273116684938,0.01701575492848291,0.0,Chm16
0.2615809273602747,0.026500890711438692,0.020189272161062435,0.0,Chm17
0.24148396535133873,0.03340765288208069,0.024277278679573227,0.0,Chm17
0.2263939046591453,0.05280892085283452,0.03609052056385549,0.0,Chm17
0.24209218033787638,0.038240559781104425,0.038335358196817576,0.0,Chm17
0.2535454171612835,0.03513938021294217,0.0236454319843303,0.0,Chm17
0.26224381936986096,0.02674791461188291,0.02043933583326133,0.0,Chm17
0.26003358600702753,0.027037687906166966,0.019725972386190175,0.0,Chm17
0.24291183003853567,0.025769906581018985,0.020853952238587267,0.0,Chm17
0.23785564232948658,0.025818320720289636,0.022187365446895337,0.0,Chm17
0.2386800217235872,0.015066519083762506,0.0211024413559666,0.0,Chm17
0.24877417883093994,0.023943757820435514,0.017446669599192947,0.0,Chm17
