iter	Logloss	Accuracy	Precision	Recall
100	0.4815632409	0.871657754	0.8364888124	0.9979466119
101	0.4802225215	0.871657754	0.8364888124	0.9979466119
102	0.4788030631	0.8703208556	0.8350515464	0.9979466119
103	0.4780025747	0.8689839572	0.833619211	0.9979466119
104	0.4768962711	0.8689839572	0.833619211	0.9979466119
105	0.4758819156	0.871657754	0.8364888124	0.9979466119
106	0.4748311891	0.871657754	0.8364888124	0.9979466119
107	0.4731446182	0.8729946524	0.8379310345	0.9979466119
108	0.4723735071	0.8729946524	0.8379310345	0.9979466119
109	0.4715901728	0.8729946524	0.8379310345	0.9979466119
110	0.4697077103	0.8729946524	0.8379310345	0.9979466119
111	0.4685967115	0.8743315508	0.8393782383	0.9979466119
112	0.4676135293	0.871657754	0.8364888124	0.9979466119
113	0.4667866109	0.8703208556	0.8350515464	0.9979466119
114	0.4654458072	0.8703208556	0.8350515464	0.9979466119
115	0.4642789611	0.8729946524	0.8379310345	0.9979466119
116	0.4627154776	0.8770053476	0.842287695	0.9979466119
117	0.4612122155	0.878342246	0.84375	0.9979466119
118	0.4604569048	0.878342246	0.84375	0.9979466119
119	0.4591290864	0.8796791444	0.8452173913	0.9979466119
120	0.4586230001	0.8796791444	0.8452173913	0.9979466119
121	0.4573345351	0.8810160428	0.8466898955	0.9979466119
122	0.4560734611	0.8810160428	0.8466898955	0.9979466119
123	0.4554271325	0.8810160428	0.8466898955	0.9979466119
124	0.4539414864	0.8796791444	0.8452173913	0.9979466119
125	0.4531119832	0.8863636364	0.8526315789	0.9979466119
126	0.4521396747	0.8863636364	0.8526315789	0.9979466119
127	0.4513772599	0.8836898396	0.8496503497	0.9979466119
128	0.4505883807	0.8863636364	0.8526315789	0.9979466119
129	0.4496995625	0.885026738	0.8511383538	0.9979466119
130	0.4485374856	0.8903743316	0.8571428571	0.9979466119
131	0.4473307997	0.8890374332	0.8556338028	0.9979466119
132	0.4466377477	0.8890374332	0.8556338028	0.9979466119
133	0.4455610388	0.8877005348	0.8541300527	0.9979466119
