,n_comp,condition,sens,spec,Anomaly,sens_variance,spec_variance
0,2.0,0.01,0.878297667109258,0.5200628565192613,Protein_a,0.00047598370053336306,0.00043215911630015694
1,2.0,0.01,0.0,0.0,Bilirubin_a,0.0,0.0
2,2.0,0.01,0.13514145762860783,0.9263856135320034,Glucose_a,0.02125287065744906,0.007883253666080189
3,2.0,0.01,0.6385893373157524,0.6654708074903818,Ketones_a,0.005386082332014407,0.0016626438243312128
4,2.0,0.01,1.0,0.7633205287599159,Nitrite_a,0.0,2.6891686096607594e-05
5,2.0,0.01,0.975,0.6756679799979644,Urobilinogen_a,0.0031249999999999997,0.0007287112712036816
6,2.0,0.02,0.7134514052785496,0.8746888620445665,Protein_a,0.004139827822113904,0.00014324335210780058
7,2.0,0.02,0.0,0.0,Bilirubin_a,0.0,0.0
8,2.0,0.02,0.0,1.0,Glucose_a,0.0,0.0
9,2.0,0.02,0.19368650217706823,0.9840169517672788,Ketones_a,0.03126839238205177,0.00014812696137537828
10,2.0,0.02,0.8396326530612246,0.9379400506822935,Nitrite_a,0.00350304872969596,5.199856837993111e-06
11,2.0,0.02,0.0,1.0,Urobilinogen_a,0.0,0.0
12,2.0,0.03,0.3940666421931276,0.9266480742084667,Protein_a,0.0012176750894502238,5.329480434928515e-05
13,2.0,0.03,0.0,0.0,Bilirubin_a,0.0,0.0
14,2.0,0.03,0.0,1.0,Glucose_a,0.0,0.0
15,2.0,0.03,0.0,0.9969522599247931,Ketones_a,0.0,1.7832251387580713e-05
16,2.0,0.03,0.5133061224489796,0.9607171039354547,Nitrite_a,0.039194302374010836,3.9486412934793465e-06
17,2.0,0.03,0.0,1.0,Urobilinogen_a,0.0,0.0
18,2.0,0.04,0.3116349838263696,0.9563795782656938,Protein_a,0.004755862309402386,7.558737329241799e-05
19,2.0,0.04,0.0,0.0,Bilirubin_a,0.0,0.0
20,2.0,0.04,0.0,1.0,Glucose_a,0.0,0.0
21,2.0,0.04,0.0,0.9995733008229198,Ketones_a,0.0,9.103609386044232e-07
22,2.0,0.04,0.23118367346938778,0.9703841770955892,Nitrite_a,0.024005797584339857,3.688477729100811e-07
23,2.0,0.04,0.0,1.0,Urobilinogen_a,0.0,0.0
24,2.0,0.05,0.2404631810363816,0.9755870202859143,Protein_a,0.0017280783661599726,4.8449451474026495e-05
25,2.0,0.05,0.0,0.0,Bilirubin_a,0.0,0.0
26,2.0,0.05,0.0,1.0,Glucose_a,0.0,0.0
27,2.0,0.05,0.0,1.0,Ketones_a,0.0,0.0
28,2.0,0.05,0.12244897959183673,0.9770017579611624,Nitrite_a,0.012494793835901708,1.9136346464212288e-05
29,2.0,0.05,0.0,1.0,Urobilinogen_a,0.0,0.0
30,2.0,0.06,0.23162011173184355,0.9807760116749706,Protein_a,0.002800269407907538,2.210152899120207e-05
31,2.0,0.06,0.0,0.0,Bilirubin_a,0.0,0.0
32,2.0,0.06,0.0,1.0,Glucose_a,0.0,0.0
33,2.0,0.06,0.0,1.0,Ketones_a,0.0,0.0
34,2.0,0.06,0.10204081632653061,0.9817198689721062,Nitrite_a,0.005206164098292379,1.11603631298991e-05
35,2.0,0.06,0.0,1.0,Urobilinogen_a,0.0,0.0
36,2.0,0.07,0.21175029957810104,0.9839629858053497,Protein_a,0.0020120621279372947,1.9627181904444158e-05
37,2.0,0.07,0.0,0.0,Bilirubin_a,0.0,0.0
38,2.0,0.07,0.0,1.0,Glucose_a,0.0,0.0
39,2.0,0.07,0.0,1.0,Ketones_a,0.0,0.0
