,n_comp,condition,sens,spec,Anomaly,sens_variance,spec_variance
0,2.0,0.01,1.0,0.0,Density_a,0.0,0.0
1,2.0,0.01,0.39473684210526316,0.7545908162261592,pH_a,0.04882271468144044,0.0019756828017143714
2,2.0,0.02,0.9949860724233982,0.00040404040404040404,Density_a,0.0001256973487170331,8.162432404856647e-07
3,2.0,0.02,0.0,1.0,pH_a,0.0,0.0
4,2.0,0.03,0.9828756842164663,0.0,Density_a,0.0006771283226128473,0.0
5,2.0,0.03,0.0,1.0,pH_a,0.0,0.0
6,2.0,0.04,0.9554684614925751,0.005755473751867712,Density_a,0.00015843462666202272,0.00013849861651235769
7,2.0,0.04,0.0,1.0,pH_a,0.0,0.0
8,2.0,0.05,0.9222778179423488,0.031306087030101154,Density_a,0.00043348117980173296,0.0004323471582686086
9,2.0,0.05,0.0,1.0,pH_a,0.0,0.0
10,2.0,0.06,0.8783170930190197,0.07553836805132988,Density_a,0.012006989543896092,0.001708774682870382
11,2.0,0.06,0.0,1.0,pH_a,0.0,0.0
12,2.0,0.07,0.8884198644029089,0.0956331328441074,Density_a,0.0026787844608825656,0.0003090695937451308
13,2.0,0.07,0.0,1.0,pH_a,0.0,0.0
14,2.0,0.08,0.8083225674179083,0.21899592659334366,Density_a,0.008348745143239357,0.0024624317204488457
15,2.0,0.08,0.0,1.0,pH_a,0.0,0.0
16,2.0,0.09,0.8059158071608804,0.24090034564240986,Density_a,0.004169245416756802,0.006793048363152121
17,2.0,0.09,0.0,1.0,pH_a,0.0,0.0
18,2.0,0.1,0.7719298366073464,0.27460396678195587,Density_a,0.0026196857495809117,0.0021156163069911732
19,2.0,0.1,0.0,1.0,pH_a,0.0,0.0
20,2.0,0.11000000000000001,0.7844696907938074,0.29178762808407627,Density_a,0.007473184696102725,0.0031481177811713604
21,2.0,0.11000000000000001,0.0,1.0,pH_a,0.0,0.0
22,2.0,0.12,0.7803402672869686,0.3635444733352181,Density_a,0.0036750013531825373,0.005079160153741659
23,2.0,0.12,0.0,1.0,pH_a,0.0,0.0
24,2.0,0.13,0.7465108215570873,0.36052340035514374,Density_a,0.002675711370431951,0.0007329310354259726
25,2.0,0.13,0.0,1.0,pH_a,0.0,0.0
26,2.0,0.14,0.7013402337331527,0.47266774188096533,Density_a,0.01879482770388367,0.00936513289605901
27,2.0,0.14,0.0,1.0,pH_a,0.0,0.0
28,2.0,0.15,0.711057720059726,0.43988401738923566,Density_a,0.01717944723335832,0.00440673430509014
29,2.0,0.15,0.0,1.0,pH_a,0.0,0.0
30,2.0,0.16,0.6896625214230991,0.4686985037060613,Density_a,0.00014524784731338004,0.005570400116156069
31,2.0,0.16,0.0,1.0,pH_a,0.0,0.0
32,2.0,0.17,0.6914631202882519,0.5055152946510753,Density_a,0.002432490696698255,0.005060569334047379
33,2.0,0.17,0.0,1.0,pH_a,0.0,0.0
34,2.0,0.18,0.6755557941225938,0.511019492926604,Density_a,0.01309531301701998,0.006036699893065666
35,2.0,0.18,0.0,1.0,pH_a,0.0,0.0
36,2.0,0.19,0.7304640657477692,0.528762857512402,Density_a,0.00451408669771774,0.0020099561300601686
37,2.0,0.19,0.0,1.0,pH_a,0.0,0.0
38,2.0,0.2,0.7238994873986551,0.5409130347467219,Density_a,0.0027104936027239107,0.0047440331606108084
39,2.0,0.2,0.0,1.0,pH_a,0.0,0.0
40,2.0,0.21000000000000002,0.649066747230383,0.5743263535127033,Density_a,0.00401105622230595,0.0028373643974355374
41,2.0,0.21000000000000002,0.0,1.0,pH_a,0.0,0.0
42,2.0,0.22000000000000003,0.7154939531966769,0.5559850467479464,Density_a,0.011578364149200038,0.000580093784373704
43,2.0,0.22000000000000003,0.0,1.0,pH_a,0.0,0.0
44,2.0,0.23000000000000004,0.6399079132527908,0.599718039339363,Density_a,0.004185714756086835,0.0027125819348498208
45,2.0,0.23000000000000004,0.0,1.0,pH_a,0.0,0.0
46,2.0,0.24,0.5962573767470327,0.6315972943444006,Density_a,0.0005344147161643126,0.002278632093089137
47,2.0,0.24,0.0,1.0,pH_a,0.0,0.0
48,2.0,0.25,0.655621948787604,0.6485333015038129,Density_a,0.002150683868787678,0.005043518474836274
49,2.0,0.25,0.0,1.0,pH_a,0.0,0.0
50,2.0,0.26,0.6536095033828915,0.6412306775768679,Density_a,0.013751095137186826,0.00424395218087586
51,2.0,0.26,0.0,1.0,pH_a,0.0,0.0
52,2.0,0.27,0.6414444490165547,0.6583767265105046,Density_a,0.007969530829889482,0.006211147707060424
53,2.0,0.27,0.0,1.0,pH_a,0.0,0.0
54,2.0,0.28,0.6264064310590631,0.6642572563237972,Density_a,0.006468625095147409,0.0031937094130965768
55,2.0,0.28,0.0,1.0,pH_a,0.0,0.0
56,2.0,0.29,0.5944456062172017,0.6992625411307364,Density_a,0.0009901834293630754,0.0007509460964846297
57,2.0,0.29,0.0,1.0,pH_a,0.0,0.0
58,2.0,0.3,0.6009244418162736,0.6952824653043483,Density_a,0.002712251751130081,0.0036233803313524644
59,2.0,0.3,0.0,1.0,pH_a,0.0,0.0
60,3.0,0.01,0.9922222222222222,0.006075557212931355,Density_a,0.0002523148148148146,6.982057567179099e-05
61,3.0,0.01,0.5370588235294117,0.7077088838676726,pH_a,0.19142560553633217,0.006575765658882849
62,3.0,0.02,0.9777266062533176,0.044461589866288995,Density_a,0.00044481072154567766,0.0007966255965422795
63,3.0,0.02,0.0,0.9966235895289419,pH_a,0.0,2.2120464884009853e-05
64,3.0,0.03,0.9642387023318817,0.09337120236303795,Density_a,0.00032003886001263617,0.0007675178828375448
65,3.0,0.03,0.0,1.0,pH_a,0.0,0.0
66,3.0,0.04,0.9350485620172148,0.12919208364902202,Density_a,0.00030283299551596085,0.000871673152007473
67,3.0,0.04,0.0,1.0,pH_a,0.0,0.0
68,3.0,0.05,0.9618742420020588,0.16063868330218936,Density_a,0.000556173001957104,0.004873002308366964
69,3.0,0.05,0.0,1.0,pH_a,0.0,0.0
70,3.0,0.06,0.9047322072380396,0.20299051779453564,Density_a,0.002230472431000951,0.002514700094162526
