iter	Logloss	Accuracy	Precision	Recall
82	0.6494669984	0.8963414634	0.9402777778	0.8792207792
83	0.6490353952	0.8963414634	0.9390581717	0.8805194805
84	0.6484493931	0.8948170732	0.9388888889	0.8779220779
85	0.648090434	0.8948170732	0.9388888889	0.8779220779
86	0.6476499061	0.8948170732	0.9388888889	0.8779220779
87	0.6472433083	0.8971036585	0.939142462	0.8818181818
88	0.6467477237	0.8971036585	0.939142462	0.8818181818
89	0.6461478004	0.8963414634	0.9390581717	0.8805194805
90	0.6457405828	0.8948170732	0.9388888889	0.8779220779
91	0.6451763682	0.8955792683	0.9389736477	0.8792207792
92	0.644563135	0.8948170732	0.9388888889	0.8779220779
93	0.6441180037	0.894054878	0.9388038943	0.8766233766
94	0.6435513564	0.8932926829	0.938718663	0.8753246753
95	0.6431196813	0.894054878	0.9388038943	0.8766233766
96	0.6427368813	0.8932926829	0.938718663	0.8753246753
97	0.6422065218	0.894054878	0.9388038943	0.8766233766
98	0.6417133859	0.8955792683	0.9377593361	0.8805194805
99	0.641235608	0.894054878	0.9351724138	0.8805194805
100	0.6407774058	0.8932926829	0.9338842975	0.8805194805
101	0.6403470136	0.894054878	0.9339752407	0.8818181818
102	0.6399311499	0.8955792683	0.9365517241	0.8818181818
103	0.6393848345	0.8955792683	0.9365517241	0.8818181818
104	0.6387732915	0.8963414634	0.9366391185	0.8831168831
105	0.6381739099	0.8955792683	0.9365517241	0.8818181818
106	0.6377416548	0.8948170732	0.9364640884	0.8805194805
107	0.6372313347	0.894054878	0.9351724138	0.8805194805
108	0.6367830994	0.8978658537	0.9368131868	0.8857142857
109	0.636342702	0.8971036585	0.9367262724	0.8844155844
110	0.6358119622	0.8963414634	0.9354395604	0.8844155844
111	0.6353253066	0.8963414634	0.9342465753	0.8857142857
112	0.6348953664	0.8971036585	0.9343365253	0.887012987
113	0.6344516455	0.8978658537	0.9368131868	0.8857142857
114	0.6339543869	0.8978658537	0.9368131868	0.8857142857
115	0.6335330773	0.8971036585	0.9355281207	0.8857142857
116	0.6330430913	0.8978658537	0.9356164384	0.887012987
117	0.6326125324	0.8971036585	0.9343365253	0.887012987
118	0.6322697427	0.8955792683	0.9341563786	0.8844155844
119	0.6317975525	0.8955792683	0.9341563786	0.8844155844
120	0.6313690069	0.8963414634	0.9354395604	0.8844155844
121	0.6310208369	0.8955792683	0.9341563786	0.8844155844
122	0.6305610155	0.900152439	0.9358799454	0.8909090909
123	0.6300690943	0.8986280488	0.9345156889	0.8896103896
124	0.6296479324	0.900152439	0.9358799454	0.8909090909
125	0.6291150695	0.8993902439	0.9357923497	0.8896103896
126	0.628643612	0.8978658537	0.9344262295	0.8883116883
127	0.6281724581	0.8986280488	0.9345156889	0.8896103896
128	0.6276386023	0.8986280488	0.9345156889	0.8896103896
129	0.62706478	0.8986280488	0.9345156889	0.8896103896
130	0.6266967628	0.8978658537	0.9344262295	0.8883116883
131	0.626171279	0.8986280488	0.9345156889	0.8896103896
132	0.6257494119	0.8986280488	0.9345156889	0.8896103896
133	0.6252886195	0.8978658537	0.9344262295	0.8883116883
134	0.6248022905	0.8978658537	0.9356164384	0.887012987
135	0.6244577603	0.8986280488	0.9357045144	0.8883116883
136	0.6239807802	0.8986280488	0.9357045144	0.8883116883
137	0.6235179193	0.8986280488	0.9357045144	0.8883116883
138	0.6228756615	0.900152439	0.9358799454	0.8909090909
139	0.6223915675	0.900152439	0.9370725034	0.8896103896
140	0.6219928918	0.9009146341	0.9371584699	0.8909090909
141	0.6215825967	0.9016768293	0.9360544218	0.8935064935
142	0.6212384651	0.8993902439	0.9357923497	0.8896103896
143	0.6208306631	0.8986280488	0.9357045144	0.8883116883
144	0.6203747274	0.900152439	0.9346938776	0.8922077922
145	0.6199355303	0.9016768293	0.9348710991	0.8948051948
146	0.6194367981	0.9032012195	0.9350473613	0.8974025974
147	0.6191217247	0.9024390244	0.9349593496	0.8961038961
148	0.6186946781	0.9009146341	0.9347826087	0.8935064935
149	0.618233408	0.9016768293	0.9360544218	0.8935064935
150	0.6177982133	0.9024390244	0.9361413043	0.8948051948
151	0.6173855018	0.9047256098	0.9375848033	0.8974025974
152	0.6167965623	0.9047256098	0.9364005413	0.8987012987
153	0.6163154851	0.9054878049	0.9376693767	0.8987012987
154	0.6158400505	0.9039634146	0.9363143631	0.8974025974
155	0.6155309425	0.9039634146	0.9363143631	0.8974025974
156	0.6150223953	0.9047256098	0.9375848033	0.8974025974
157	0.6145222364	0.9047256098	0.9375848033	0.8974025974
158	0.6140516504	0.9039634146	0.9363143631	0.8974025974
159	0.6136547328	0.9054878049	0.9364864865	0.9
160	0.6129993105	0.9054878049	0.9376693767	0.8987012987
161	0.6125574236	0.9070121951	0.9378378378	0.9012987013
162	0.6122119522	0.9077743902	0.9379217274	0.9025974026
163	0.6117989582	0.9070121951	0.9378378378	0.9012987013
164	0.6113480968	0.9092987805	0.9392712551	0.9038961039
165	0.6109588372	0.9085365854	0.9391891892	0.9025974026
166	0.6103967396	0.9092987805	0.9380888291	0.9051948052
167	0.6100553317	0.9092987805	0.9392712551	0.9038961039
168	0.6095799791	0.9108231707	0.9382550336	0.9077922078
169	0.6091684887	0.9115853659	0.9383378016	0.9090909091
170	0.608683338	0.9092987805	0.9357429719	0.9077922078
171	0.6083249583	0.9085365854	0.9356568365	0.9064935065
172	0.6078288723	0.9070121951	0.935483871	0.9038961039
173	0.6074707881	0.9054878049	0.9341397849	0.9025974026
174	0.6069648248	0.90625	0.935397039	0.9025974026
175	0.6064360578	0.9054878049	0.9341397849	0.9025974026
176	0.6060737961	0.90625	0.935397039	0.9025974026
177	0.6056774777	0.9047256098	0.934051144	0.9012987013
178	0.6052698989	0.90625	0.935397039	0.9025974026
179	0.6048031797	0.9032012195	0.9338731444	0.8987012987
180	0.6043486929	0.90625	0.9377537212	0.9
181	0.6039460168	0.9047256098	0.9364005413	0.8987012987
182	0.6035789832	0.9054878049	0.935309973	0.9012987013
183	0.6032639105	0.9039634146	0.9339622642	0.9
184	0.6027942036	0.9032012195	0.9338731444	0.8987012987
185	0.6024213491	0.9009146341	0.933604336	0.8948051948
186	0.6019345166	0.9024390244	0.9361413043	0.8948051948
187	0.6016181234	0.9039634146	0.9363143631	0.8974025974
188	0.6012714063	0.9054878049	0.9364864865	0.9
189	0.6008978032	0.9054878049	0.9364864865	0.9
190	0.6003831302	0.9070121951	0.9378378378	0.9012987013
191	0.5999010157	0.9085365854	0.9391891892	0.9025974026
192	0.5994471633	0.9085365854	0.9391891892	0.9025974026
193	0.5990152988	0.9070121951	0.9366576819	0.9025974026
194	0.5986614857	0.9077743902	0.9367429341	0.9038961039
195	0.5982289458	0.9077743902	0.9379217274	0.9025974026
196	0.5978001849	0.9092987805	0.9404600812	0.9025974026
197	0.5974183055	0.9092987805	0.9392712551	0.9038961039
198	0.5969858762	0.9108231707	0.9418132612	0.9038961039
199	0.5964627038	0.9100609756	0.9417344173	0.9025974026
200	0.5960800618	0.9100609756	0.9417344173	0.9025974026
201	0.5956449682	0.9115853659	0.9418918919	0.9051948052
202	0.5952033734	0.9100609756	0.9417344173	0.9025974026
203	0.5948818	0.9100609756	0.9405405405	0.9038961039
204	0.5945196356	0.9092987805	0.9404600812	0.9025974026
205	0.5940906981	0.9100609756	0.9393530997	0.9051948052
206	0.5937833343	0.9100609756	0.9393530997	0.9051948052
207	0.5933325655	0.9100609756	0.9393530997	0.9051948052
208	0.5929320896	0.9092987805	0.9380888291	0.9051948052
209	0.5925349037	0.9085365854	0.9380053908	0.9038961039
210	0.5920713499	0.9092987805	0.9380888291	0.9051948052
211	0.5916823664	0.9092987805	0.9392712551	0.9038961039
212	0.5912125187	0.9085365854	0.9380053908	0.9038961039
213	0.5907418298	0.9077743902	0.9379217274	0.9025974026
214	0.5903230105	0.9092987805	0.9404600812	0.9025974026
215	0.5898777475	0.9085365854	0.9391891892	0.9025974026
216	0.5894830297	0.9085365854	0.9403794038	0.9012987013
217	0.5890472627	0.9092987805	0.9416553596	0.9012987013
218	0.5887431487	0.9085365854	0.9403794038	0.9012987013
219	0.5883350574	0.9092987805	0.9416553596	0.9012987013
220	0.5879671326	0.9092987805	0.9428571429	0.9
221	0.5874361287	0.9092987805	0.9416553596	0.9012987013
222	0.587024681	0.9100609756	0.9429347826	0.9012987013
223	0.5866640209	0.9092987805	0.9428571429	0.9
224	0.5862671934	0.9077743902	0.9402985075	0.9
225	0.5857767778	0.9092987805	0.9416553596	0.9012987013
226	0.5853418767	0.9092987805	0.9416553596	0.9012987013
227	0.5848885709	0.9077743902	0.9391069012	0.9012987013
228	0.5844606241	0.9077743902	0.9391069012	0.9012987013
229	0.5840113712	0.9092987805	0.9416553596	0.9012987013
230	0.5835047576	0.9085365854	0.9403794038	0.9012987013
231	0.5831599519	0.9085365854	0.9403794038	0.9012987013
232	0.5827106131	0.9085365854	0.9403794038	0.9012987013
233	0.5824003723	0.9070121951	0.9390243902	0.9
234	0.5819202961	0.9085365854	0.9403794038	0.9012987013
235	0.5816073041	0.9100609756	0.9417344173	0.9025974026
236	0.5812166252	0.9092987805	0.9404600812	0.9025974026
237	0.5808591673	0.9092987805	0.9404600812	0.9025974026
238	0.5804839802	0.9108231707	0.9418132612	0.9038961039
239	0.5801606707	0.9100609756	0.9417344173	0.9025974026
240	0.5796564107	0.9092987805	0.9404600812	0.9025974026
241	0.5791997307	0.9100609756	0.9405405405	0.9038961039
242	0.5788526204	0.9092987805	0.9404600812	0.9025974026
243	0.5784775961	0.9100609756	0.9417344173	0.9025974026
244	0.5780886697	0.9108231707	0.9418132612	0.9038961039
245	0.5778089576	0.9100609756	0.9405405405	0.9038961039
246	0.5774958483	0.9108231707	0.9418132612	0.9038961039
247	0.5770033564	0.9108231707	0.9418132612	0.9038961039
248	0.5766296436	0.9108231707	0.9418132612	0.9038961039
249	0.5762032184	0.9100609756	0.9417344173	0.9025974026
250	0.5758861805	0.9100609756	0.9417344173	0.9025974026
251	0.5754944606	0.9100609756	0.9417344173	0.9025974026
252	0.5750796805	0.9100609756	0.9417344173	0.9025974026
253	0.5747564366	0.9092987805	0.9416553596	0.9012987013
254	0.5742235894	0.9092987805	0.9416553596	0.9012987013
255	0.5737812481	0.9100609756	0.9417344173	0.9025974026
256	0.5734031725	0.9108231707	0.9430122117	0.9025974026
257	0.5729897274	0.9100609756	0.9417344173	0.9025974026
258	0.5726254373	0.9108231707	0.9430122117	0.9025974026
259	0.5722233054	0.9115853659	0.9442934783	0.9025974026
260	0.5718491479	0.912347561	0.9443690638	0.9038961039
261	0.5715000165	0.9131097561	0.9444444444	0.9051948052
262	0.5710955617	0.912347561	0.9443690638	0.9038961039
263	0.5707992715	0.912347561	0.9443690638	0.9038961039
264	0.5704160746	0.9138719512	0.9457259159	0.9051948052
265	0.5701999248	0.9131097561	0.9444444444	0.9051948052
266	0.5697440089	0.9131097561	0.9444444444	0.9051948052
267	0.5692915132	0.9138719512	0.9457259159	0.9051948052
268	0.5689338148	0.9131097561	0.9444444444	0.9051948052
269	0.5685018755	0.9131097561	0.9444444444	0.9051948052
270	0.5681277572	0.9138719512	0.9445196211	0.9064935065
271	0.5676600808	0.9131097561	0.9444444444	0.9051948052
272	0.5673194576	0.9169207317	0.9448183042	0.9116883117
273	0.5668909948	0.9169207317	0.9448183042	0.9116883117
274	0.5665699425	0.9176829268	0.9460916442	0.9116883117
275	0.5662424808	0.9176829268	0.9460916442	0.9116883117
276	0.5658626328	0.9176829268	0.9460916442	0.9116883117
277	0.5655720391	0.9169207317	0.9448183042	0.9116883117
278	0.5651422888	0.9169207317	0.9448183042	0.9116883117
279	0.5647827042	0.918445122	0.9461641992	0.912987013
280	0.5644571112	0.9176829268	0.9448924731	0.912987013
281	0.5640240987	0.9169207317	0.9448183042	0.9116883117
282	0.5636705743	0.9176829268	0.9448924731	0.912987013
283	0.5633546124	0.9169207317	0.9448183042	0.9116883117
284	0.5630733552	0.9153963415	0.9434724092	0.9103896104
285	0.5626783926	0.9153963415	0.9434724092	0.9103896104
286	0.5623203668	0.9146341463	0.9433962264	0.9090909091
287	0.5620145391	0.9131097561	0.9420485175	0.9077922078
288	0.5617619821	0.9138719512	0.9421265141	0.9090909091
289	0.5614089477	0.9131097561	0.9420485175	0.9077922078
290	0.5609961055	0.9115853659	0.9418918919	0.9051948052
291	0.5607288637	0.9115853659	0.9407008086	0.9064935065
292	0.5603477404	0.9108231707	0.9394347241	0.9064935065
293	0.5600609127	0.9108231707	0.9394347241	0.9064935065
294	0.5597213319	0.912347561	0.9407806191	0.9077922078
295	0.5592961661	0.912347561	0.9395973154	0.9090909091
296	0.5589267095	0.9115853659	0.9383378016	0.9090909091
297	0.558585813	0.912347561	0.9395973154	0.9090909091
298	0.5581808618	0.9131097561	0.9396782842	0.9103896104
299	0.5577234846	0.9146341463	0.9422043011	0.9103896104
300	0.5573444157	0.9131097561	0.9408602151	0.9090909091
301	0.5570283551	0.9131097561	0.9408602151	0.9090909091
302	0.5566560379	0.9138719512	0.9409395973	0.9103896104
303	0.5563401726	0.9138719512	0.9409395973	0.9103896104
304	0.5560185129	0.912347561	0.9395973154	0.9090909091
305	0.5556741188	0.9131097561	0.9396782842	0.9103896104
306	0.5554135904	0.9138719512	0.9397590361	0.9116883117
307	0.5550250316	0.9161585366	0.9411764706	0.9142857143
308	0.5547509701	0.9161585366	0.9411764706	0.9142857143
309	0.5544525534	0.9153963415	0.9399198932	0.9142857143
310	0.5540948369	0.9153963415	0.9399198932	0.9142857143
311	0.5538299905	0.9161585366	0.94	0.9155844156
312	0.5535087495	0.9169207317	0.9400798935	0.9168831169
313	0.5531842759	0.9153963415	0.9387483356	0.9155844156
314	0.5528550875	0.9161585366	0.94	0.9155844156
315	0.552419553	0.9153963415	0.9399198932	0.9142857143
316	0.5520826185	0.9169207317	0.9412550067	0.9155844156
317	0.551735775	0.918445122	0.9414114514	0.9181818182
318	0.5513637865	0.918445122	0.9414114514	0.9181818182
319	0.5510036018	0.9176829268	0.9413333333	0.9168831169
320	0.5506879832	0.9169207317	0.9400798935	0.9168831169
321	0.5503217691	0.918445122	0.9414114514	0.9181818182
322	0.5500422715	0.9169207317	0.9400798935	0.9168831169
323	0.5496674162	0.9161585366	0.9388297872	0.9168831169
324	0.5493972058	0.9169207317	0.9400798935	0.9168831169
325	0.5490083584	0.9161585366	0.94	0.9155844156
326	0.5487478349	0.9161585366	0.94	0.9155844156
327	0.5484651099	0.9161585366	0.94	0.9155844156
328	0.548206112	0.9169207317	0.9400798935	0.9168831169
329	0.5477720796	0.9169207317	0.9400798935	0.9168831169
330	0.5473749188	0.9176829268	0.9401595745	0.9181818182
331	0.5469818286	0.9169207317	0.9400798935	0.9168831169
332	0.5466761326	0.9169207317	0.9389110226	0.9181818182
333	0.5463130635	0.9169207317	0.9400798935	0.9168831169
334	0.5459505764	0.9161585366	0.9388297872	0.9168831169
335	0.5457041477	0.9161585366	0.9388297872	0.9168831169
336	0.5453642742	0.9161585366	0.9376657825	0.9181818182
337	0.545016372	0.9161585366	0.9376657825	0.9181818182
338	0.5447139934	0.9161585366	0.9376657825	0.9181818182
339	0.5444229818	0.9146341463	0.9375	0.9155844156
340	0.5441547122	0.9161585366	0.9376657825	0.9181818182
341	0.5438094277	0.9146341463	0.9375	0.9155844156
342	0.5434062193	0.9161585366	0.9376657825	0.9181818182
343	0.5431305413	0.9169207317	0.9389110226	0.9181818182
344	0.542682214	0.9161585366	0.9376657825	0.9181818182
345	0.5424001464	0.9161585366	0.9376657825	0.9181818182
346	0.5419765117	0.9153963415	0.9375830013	0.9168831169
347	0.5416512306	0.9153963415	0.9375830013	0.9168831169
348	0.5413704121	0.9153963415	0.9375830013	0.9168831169
349	0.5410805393	0.9153963415	0.9375830013	0.9168831169
350	0.5406405004	0.9161585366	0.9388297872	0.9168831169
351	0.5403317971	0.9161585366	0.9388297872	0.9168831169
352	0.5400572399	0.9161585366	0.9388297872	0.9168831169
353	0.5397493366	0.9161585366	0.9388297872	0.9168831169
354	0.5395481933	0.9161585366	0.9388297872	0.9168831169
355	0.539289082	0.9161585366	0.9388297872	0.9168831169
356	0.5389593711	0.9161585366	0.9388297872	0.9168831169
357	0.5386936382	0.9161585366	0.9388297872	0.9168831169
358	0.538297301	0.918445122	0.9425901202	0.9168831169
359	0.5379078821	0.918445122	0.9425901202	0.9168831169
360	0.5376111207	0.9169207317	0.9400798935	0.9168831169
361	0.5372307289	0.9161585366	0.9388297872	0.9168831169
362	0.5369194414	0.9169207317	0.9400798935	0.9168831169
363	0.53655359	0.9176829268	0.942513369	0.9155844156
364	0.5362136077	0.918445122	0.9425901202	0.9168831169
365	0.5359412239	0.9161585366	0.9388297872	0.9168831169
366	0.5356501492	0.9161585366	0.9388297872	0.9168831169
367	0.5353392133	0.9176829268	0.9389920424	0.9194805195
368	0.5349682475	0.918445122	0.9402390438	0.9194805195
