Id,CreationStamp,Dataset,Description,Ch_0_0,Ch_0_1,Ch_0_2,Ch_0_3,Ch_0_4,Ch_0_5,Ch_0_6,Ch_0_7,Ch_0_8,Ch_0_9,Ch_0_10,Ch_0_11,Ch_0_12,Ch_0_13,Ch_0_14,Ch_0_15,Ch_0_16,Ch_0_17,Ch_1_0,Ch_1_1,Ch_1_2,Ch_1_3,Ch_1_4,Ch_1_5,Ch_1_6,Ch_1_7,Ch_1_8,Ch_1_9,Ch_1_10,Ch_1_11,Ch_1_12,Ch_1_13,Ch_1_14,Ch_1_15,Ch_1_16,Ch_1_17
399,2019-09-30 09:38:15Z,Chm42,Spectrum1,91.44127,40.00555,212.0846,318.1269,439.4998,977.7636,231.0835,404.6399,853.3296,125.3906,2529.348,34.54344,3226.419,24.55886,5019.231,29.95868,8952.224,40.73196,2230.167,19.09473,1170.801,227.3756,766.7592,122.0954,289.2348,448.899,225.4179,630.5046,639.3847,708.3893,359.3374,648.1507,102.239,205.7804,91.47838,120.6736
400,2019-09-30 09:38:25Z,Chm42,Spectrum2,93.3463,42.86309,215.8718,342.7439,448.3886,1029.121,234.9836,429.9908,865.1113,132.123,2564.659,35.31107,3144.761,23.33091,4875.775,28.80642,8898.281,40.73196,2143.995,19.58434,1174.468,234.7103,749.4438,122.5394,285.891,453.9147,225.4179,640.4863,644.6255,734.5936,363.8152,584.3431,98.98299,212.9437,87.58568,122.6199
401,2019-09-30 09:38:34Z,Chm42,Spectrum3,96.20383,46.67315,229.1271,376.8289,479.993,1096.28,236.9337,463.142,894.5654,139.6969,2670.592,38.3816,3279.221,23.94488,5068.202,28.80642,9036.99,40.73196,2126.859,18.60512,1196.472,236.544,800.9459,131.4191,277.5316,427.1646,225.4179,629.6729,673.4503,709.2628,387.3232,620.1649,106.1462,201.222,92.45155,136.2444
402,2019-09-30 09:38:42Z,Chm42,Spectrum4,97.15635,46.67315,229.1271,373.0417,478.0178,1105.169,237.9088,453.3917,879.4175,137.1723,2607.646,36.07871,3085.206,22.10297,4771.496,27.07804,8814.615,39.63109,2023.062,17.6259,1213.892,238.3776,777.8587,124.7593,276.6957,426.3287,226.2497,641.3181,660.3481,725.8589,382.8455,579.8654,101.5878,210.9901,88.55885,118.7273
403,2019-09-30 09:38:50Z,Chm42,Spectrum5,92.39378,44.76812,214.925,348.4247,445.4257,1049.861,231.0835,437.7911,846.5972,134.6477,2493.269,35.31107,2998.636,22.10297,4680.467,28.23029,8907.088,39.63109,2085.242,18.60512,1197.389,226.4588,736.1243,118.9875,290.0707,442.2115,230.4087,617.1959,642.8786,681.3116,368.2929,606.7318,97.02939,206.4316,85.63933,118.7273
404,2019-09-30 09:38:57Z,Chm42,Spectrum6,93.3463,43.81561,216.8186,349.3715,449.3762,1048.874,234.9836,442.6663,852.488,134.6477,2510.925,35.31107,3117.133,23.33091,4836.598,28.80642,8944.518,39.63109,2127.838,19.09473,1198.306,231.9598,751.6637,121.2074,288.3988,445.5553,230.4087,641.3181,652.4869,712.7567,373.89,640.3147,99.6342,209.6877,88.55885,121.6468
405,2019-09-30 09:39:04Z,Chm42,Spectrum7,99.06138,47.62566,227.2335,375.8821,468.1414,1098.256,235.9587,448.5165,851.6465,132.123,2495.572,35.31107,3042.228,22.10297,4684.5,27.07804,8735.354,37.42937,1961.371,17.6259,1264.318,241.1282,768.0911,126.0913,272.516,397.0709,230.4087,624.6821,672.5768,709.2628,397.3981,592.1791,100.2854,223.3629,87.58568,124.5663
406,2019-09-30 09:39:10Z,Chm42,Spectrum8,99.06138,46.67315,234.808,380.6161,488.8818,1123.934,240.8338,457.2918,902.1393,138.0139,2663.683,36.07871,3171.776,23.33091,4843.512,28.23029,8998.46,40.73196,2013.76,18.11551,1227.645,245.7123,787.1824,129.6431,272.516,430.5084,226.2497,651.2997,687.4259,740.7079,399.637,588.8209,102.239,216.1997,87.58568,120.6736
407,2019-09-30 09:39:18Z,Chm42,Spectrum9,93.3463,43.81561,215.8718,350.3183,447.4009,1054.8,232.0585,439.7412,839.0233,132.123,2465.634,34.54344,3013.371,23.33091,4675.282,28.23029,9010.569,39.63109,2061.251,18.60512,1228.562,233.7935,735.2363,121.2074,287.5629,442.2115,232.9041,635.4955,657.7277,697.0342,378.3678,634.7175,97.02939,203.1756,86.6125,116.7809
408,2019-09-30 09:39:25Z,Chm42,Spectrum10,92.39378,42.86309,219.6591,349.3715,459.2526,1054.8,234.9836,438.7661,881.9422,134.6477,2622.999,36.84634,3227.033,24.55886,4970.26,29.95868,9377.157,40.73196,2158.194,19.09473,1177.219,239.2945,773.8629,126.9792,289.2348,446.3912,230.4087,634.6636,678.6912,743.3284,383.9649,610.09,102.239,192.7564,89.53203,126.5126
