,0,1,2,target
0,0.6571890077726915,-3.035865598034625,1.2385589276460205,0.0
1,1.1206585836536813,-3.2975752499162483,0.7890208367293414,0.0
2,1.3655135131050729,-2.647675277543004,0.08367536409187364,0.0
3,1.2861902130298057,-3.171483156319399,-0.13040708926882602,0.0
4,1.310242400461423,-2.612373778439521,-0.08376684552181343,0.0
5,1.29545102693658,-2.4788465142272096,0.48917718969645946,0.0
6,1.0285556585699076,-3.035234606116835,0.9953789193368264,0.0
7,1.1075166460182067,-2.7100718848335053,-0.1427183074105817,0.0
8,0.8581975219224695,-3.024290067335483,0.7806024469370361,0.0
9,0.994592071825116,-2.771600998693835,1.071401110480396,0.0
10,-7.188473102477605,-2.9197857539132928,0.241507893335523,1.0
11,-6.841914556507485,-2.969450190451175,-0.45122859161308393,1.0
12,-7.500878412900503,-2.7431410634101554,0.6060400279632168,1.0
13,-7.459208434108077,-3.235554898194531,0.011214168542044763,1.0
14,-7.750634104233882,-3.648954337999097,-0.34293586077103655,1.0
15,-7.2778725111380815,-2.9183320610061245,0.3914994840226916,1.0
16,-7.47498192871174,-3.0728096074693374,9.583061280745433e-05,1.0
17,-7.258053302251818,-3.1691166453313797,0.024370028392646223,1.0
18,-6.74660439774704,-2.813553505210611,-0.11895195894954405,1.0
19,-7.012846038283958,-3.2144081124686292,-0.47787329323999994,1.0
20,-7.51605956444355,-0.09854291323734446,0.0730459590572023,0.0
21,-8.446077651702112,-0.8178755837975795,0.0011150286428873307,0.0
22,-7.599339003946767,-0.612839225892156,-0.3087536206732213,0.0
23,-7.735575887840252,-0.5606320692036494,-0.17901575728796237,0.0
24,-7.885592479744509,-0.7980539374657255,-0.13127118558026676,0.0
25,-8.167118227688867,-0.9093802845956901,-0.20555033908076695,0.0
26,-7.328984154018065,-0.8601508582751388,-0.37508947971407397,0.0
27,-7.302748974217321,-1.2410927237598262,-1.4267609530490002,0.0
28,-7.491695371146209,-1.1752934604261025,-1.2124226302054883,0.0
29,-7.237420710376024,-0.7925669539134806,-0.9478042160832709,0.0
30,-11.888905777755399,-5.8505230996046595,-0.6806331884793105,0.0
