N_Comp,Condition,Anomaly,Mean_Sens,Mean_Spec,Mean_Harm
2,0.01,Density_a,1.0,0.0,0.0
2,0.01,pH_a,0.46630798537426754,0.8286977845418961,0.5592124264633357
2,0.02,Density_a,0.9982891545805876,0.0006024710688670278,0.0011965350138811455
2,0.02,pH_a,0.08907613521151518,0.9962643294894096,0.14087619079315833
2,0.03,Density_a,0.9843037823105095,0.006215504022551671,0.012081496611591514
2,0.03,pH_a,0.01646725571035133,0.9993758876720187,0.029155711164298298
2,0.04,Density_a,0.9553811632051951,0.02277761287061794,0.04263145920348342
2,0.04,pH_a,0.0009090909090909091,0.9998544792881142,0.0017388672850247393
2,0.05,Density_a,0.9186010411334474,0.05361925240921779,0.09651596007987029
2,0.05,pH_a,0.0,0.9999791883454735,0.0
2,0.060000000000000005,Density_a,0.8812962501716943,0.09663121486459046,0.1660868847032878
2,0.060000000000000005,pH_a,0.0,1.0,0.0
2,0.06999999999999999,Density_a,0.847305979427254,0.14763360824284943,0.2417938568001229
2,0.06999999999999999,pH_a,0.0,1.0,0.0
2,0.08,Density_a,0.8187442362679165,0.1984006289854226,0.3100008344214258
2,0.08,pH_a,0.0,1.0,0.0
2,0.09,Density_a,0.7948538024325801,0.2471445105385998,0.36883851233367027
2,0.09,pH_a,0.0,1.0,0.0
2,0.09999999999999999,Density_a,0.7735218411155451,0.29270625190616173,0.41732003311807225
2,0.09999999999999999,pH_a,0.0,1.0,0.0
2,0.11,Density_a,0.7558198017892388,0.3328783950885803,0.4560409021151877
2,0.11,pH_a,0.0,1.0,0.0
2,0.12,Density_a,0.7392738475342796,0.3690073720055074,0.4867952994871442
2,0.12,pH_a,0.0,1.0,0.0
2,0.13,Density_a,0.7255566179443298,0.4026621186202188,0.5131233982665605
2,0.13,pH_a,0.0,1.0,0.0
2,0.14,Density_a,0.7144849901614253,0.4348873740021532,0.5365880050107008
2,0.14,pH_a,0.0,1.0,0.0
2,0.15000000000000002,Density_a,0.7060286008941132,0.46374980590885173,0.5562810331715474
2,0.15000000000000002,pH_a,0.0,1.0,0.0
2,0.16,Density_a,0.6988340023688919,0.4883421169148521,0.5720401611311634
2,0.16,pH_a,0.0,1.0,0.0
2,0.17,Density_a,0.6919597186502457,0.5092685275215821,0.5842663575506968
2,0.17,pH_a,0.0,1.0,0.0
2,0.18000000000000002,Density_a,0.6853627543922483,0.5298936703891985,0.5955612228259877
2,0.18000000000000002,pH_a,0.0,1.0,0.0
2,0.19,Density_a,0.6787886252684879,0.5485285940763384,0.6048814903692374
2,0.19,pH_a,0.0,1.0,0.0
2,0.2,Density_a,0.6732576163065928,0.5660299598025677,0.6132148516399051
2,0.2,pH_a,0.0,1.0,0.0
2,0.21000000000000002,Density_a,0.6672945597212001,0.5824613098807778,0.6202014050568009
2,0.21000000000000002,pH_a,0.0,1.0,0.0
2,0.22,Density_a,0.6611400538002361,0.5981638249727634,0.6263448333086709
2,0.22,pH_a,0.0,1.0,0.0
2,0.23,Density_a,0.654943689391274,0.6141732380107418,0.6322297455201474
2,0.23,pH_a,0.0,1.0,0.0
2,0.24000000000000002,Density_a,0.649361595435383,0.6293750868326551,0.6376407493966467
2,0.24000000000000002,pH_a,0.0,1.0,0.0
2,0.25,Density_a,0.6428967943511273,0.6452479664549241,0.6425982765196236
2,0.25,pH_a,0.0,1.0,0.0
2,0.26,Density_a,0.6373895660177386,0.6597149783119604,0.6469347338230703
2,0.26,pH_a,0.0,1.0,0.0
2,0.27,Density_a,0.632017648173237,0.6747624042584925,0.6513684210316056
2,0.27,pH_a,0.0,1.0,0.0
2,0.28,Density_a,0.6269945040979783,0.6892221395393502,0.6554427059048241
2,0.28,pH_a,0.0,1.0,0.0
2,0.29000000000000004,Density_a,0.6222449846784316,0.7026821522417569,0.659002519337873
2,0.29000000000000004,pH_a,0.0,1.0,0.0
2,0.3,Density_a,0.6176355598079968,0.7159005092731521,0.6622482160172715
2,0.3,pH_a,0.0,1.0,0.0
2,0.31,Density_a,0.6133748985101708,0.7274694689386183,0.6647637347774392
2,0.31,pH_a,0.0,1.0,0.0
2,0.32,Density_a,0.6089764114704639,0.7378205377701704,0.6664949519083221
2,0.32,pH_a,0.0,1.0,0.0
2,0.33,Density_a,0.6049215856692552,0.7482149760377083,0.6682975688967518
2,0.33,pH_a,0.0,1.0,0.0
2,0.34,Density_a,0.6012084380052759,0.7571112259660593,0.6695994638431617
2,0.34,pH_a,0.0,1.0,0.0
3,0.01,Density_a,0.9970102313239855,0.012513768793741947,0.024566154634741415
3,0.01,pH_a,0.6808582150714477,0.7793238190183918,0.7074259511380078
3,0.02,Density_a,0.9856150514628023,0.05227730538577536,0.09821088577369295
3,0.02,pH_a,0.11588518948351165,0.9941550408707833,0.17998458693627895
3,0.03,Density_a,0.9721789244601459,0.10070452463608376,0.18040634873424516
3,0.03,pH_a,0.017245037660755753,0.9996535489845505,0.031189724859410742
3,0.04,Density_a,0.955122343897867,0.15054854342367788,0.2577136176602712
3,0.04,pH_a,0.005847204438753735,0.9998890717392661,0.010198808552317376
3,0.05,Density_a,0.9406438852887007,0.1981778058812284,0.32503890850676
