N_Comp,Condition,Anomaly,Mean_Sens,Mean_Spec,Mean_Harm
2,0.01,Leukocyte_a,0.9652749563384587,0.1765732295872374,0.29472132310765975
2,0.01,Blood_a,0.893601527053368,0.2027080630850406,0.3211687091458641
2,0.01,Erythrocyte_a,0.9039232610492963,0.26306266593368677,0.4051532069084858
2,0.01,Leukocyte_a.1,0.9838523036572648,0.1464072116130567,0.2525520927776217
2,0.01,Squamous cells_a,0.6567678890503672,0.708281551384001,0.6661739571715843
2,0.01,Hyaline cylinders_a,0.7364903872397827,0.7215480381309105,0.7210933043310461
2,0.01,Bacteria_a,0.987870075939573,0.3391144640949251,0.5037243255407644
2,0.01,Crystals_a,0.9569340344687473,0.15270552973690166,0.2609676513965913
2,0.01,Ferment_a,0.23759688995966782,0.9108704528379643,0.3441383059974472
2,0.01,Small cells_a,0.8884770544947888,0.6282968279926657,0.733135336591232
2,0.01,Pathological cylinders_a,0.7914323280460962,0.5831431591831912,0.6701276313458671
2,0.01,Slime_a,1.0,0.3920407800355997,0.5628927234997081
2,0.01,Spermatozoon_a,0.0,0.96,
2,0.02,Leukocyte_a,0.7715000640211265,0.5705050058605667,0.6522470121562349
2,0.02,Blood_a,0.6842682603735222,0.6712642538046577,0.6743698047406653
2,0.02,Erythrocyte_a,0.7421130048072423,0.6273268036292702,0.679187933367854
2,0.02,Leukocyte_a.1,0.9037110441195444,0.46213700483108505,0.6092755736541048
2,0.02,Squamous cells_a,0.2667086306580635,0.9464478013268611,0.40277092406514314
2,0.02,Hyaline cylinders_a,0.48465765126179183,0.9289156449888172,0.6206377092730508
2,0.02,Bacteria_a,0.9318552320775565,0.6208922543923007,0.7444745143748709
2,0.02,Crystals_a,0.8412601955029715,0.476635445829108,0.6053485293698806
2,0.02,Ferment_a,0.0,0.9983372134317345,0.0
2,0.02,Small cells_a,0.5734182029156135,0.8983376151030094,0.6893714781064229
2,0.02,Pathological cylinders_a,0.5813662121816567,0.8723179857184984,0.6905451183147403
2,0.02,Slime_a,0.9500804877812044,0.7297345739277219,0.822112045542951
2,0.02,Spermatozoon_a,0.0,0.96,
2,0.03,Leukocyte_a,0.6369666008994191,0.7579667686723203,0.6897193786856404
2,0.03,Blood_a,0.5062807486875838,0.8149487833107615,0.6208080147828735
2,0.03,Erythrocyte_a,0.6844885953416667,0.7643050427462184,0.7212660827368091
2,0.03,Leukocyte_a.1,0.8124805926835578,0.6150364379732658,0.6987284546201438
2,0.03,Squamous cells_a,0.16596028174787933,0.9773113992245567,0.2701787388541424
2,0.03,Hyaline cylinders_a,0.3604295055896779,0.9676267318819777,0.5130713100054897
2,0.03,Bacteria_a,0.8306918426947955,0.7338553017831376,0.7782566620946579
2,0.03,Crystals_a,0.6641593811654195,0.6885660471024329,0.6699867924227475
2,0.03,Ferment_a,0.0,1.0,0.0
2,0.03,Small cells_a,0.4134956608738413,0.9459775296220918,0.5574740417776177
2,0.03,Pathological cylinders_a,0.41678355391323213,0.9230781495904324,0.5640186703959307
2,0.03,Slime_a,0.7456575520609081,0.8896136413793856,0.7789813982781589
2,0.03,Spermatozoon_a,0.0,0.96,
2,0.04,Leukocyte_a,0.5629348879193354,0.8309940866654268,0.6688155531713942
2,0.04,Blood_a,0.4247677242036358,0.8660730689675448,0.5665788912598965
2,0.04,Erythrocyte_a,0.6495591010267837,0.8375919714688778,0.7305425698091881
2,0.04,Leukocyte_a.1,0.7409475376770679,0.7169119148889906,0.727341724991824
2,0.04,Squamous cells_a,0.10473699392885177,0.9871620055661624,0.17963057067501
2,0.04,Hyaline cylinders_a,0.315840923623701,0.9794711094116711,0.4593477393403249
2,0.04,Bacteria_a,0.7552071980055274,0.7891918294689038,0.77077771054664
2,0.04,Crystals_a,0.5270522387118184,0.7990406931569339,0.6269631407261022
2,0.04,Ferment_a,0.0,1.0,0.0
2,0.04,Small cells_a,0.298776429487846,0.9627079135375456,0.4353267188487166
2,0.04,Pathological cylinders_a,0.3556359629938235,0.951661828215308,0.5082624370079011
2,0.04,Slime_a,0.4148205837983241,0.9487923842882168,0.5374899356151643
2,0.04,Spermatozoon_a,0.0,0.96,
2,0.05,Leukocyte_a,0.5068597587879231,0.86635855451513,0.6370822960110611
2,0.05,Blood_a,0.38880749756253374,0.8923967471964476,0.5380245996035541
2,0.05,Erythrocyte_a,0.6023703667335846,0.8760634262717193,0.7123833459750187
2,0.05,Leukocyte_a.1,0.6898774109898623,0.7814307328656191,0.7314986374589805
2,0.05,Squamous cells_a,0.07117578808103504,0.9919037177953318,0.12570863370913293
2,0.05,Hyaline cylinders_a,0.24758996386857163,0.9862838930982859,0.3766241786576539
2,0.05,Bacteria_a,0.7068485841344341,0.827378679079569,0.7612419826982455
2,0.05,Crystals_a,0.41088927174063755,0.8604519730687776,0.5450747689897014
2,0.05,Ferment_a,0.0,1.0,0.0
2,0.05,Small cells_a,0.21700139463520332,0.9697133027013877,0.335196048918726
2,0.05,Pathological cylinders_a,0.33533246907972836,0.9669748594988887,0.49029540834621116
2,0.05,Slime_a,0.2223534465410308,0.9726417262571404,0.3340909277273645
2,0.05,Spermatozoon_a,0.0,0.96,
2,0.060000000000000005,Leukocyte_a,0.46092609090578057,0.8858072777587777,0.6036013419060761
2,0.060000000000000005,Blood_a,0.36822403231345036,0.9089704527748501,0.5202727041756426
2,0.060000000000000005,Erythrocyte_a,0.5688495505874207,0.8980369337292557,0.6948204935057372
2,0.060000000000000005,Leukocyte_a.1,0.6486852708287852,0.8207512794363627,0.7235579834581994
2,0.060000000000000005,Squamous cells_a,0.052823127914552896,0.9950234511838516,0.09617203779696809
2,0.060000000000000005,Hyaline cylinders_a,0.21870665141811124,0.990358814432451,0.3415050915416067
2,0.060000000000000005,Bacteria_a,0.6675948960928205,0.8573923832825011,0.7493595003171631
2,0.060000000000000005,Crystals_a,0.3255231079789476,0.8973466522906658,0.46554965539809906
2,0.060000000000000005,Ferment_a,0.0,1.0,0.0
2,0.060000000000000005,Small cells_a,0.16109521516154104,0.9745643674374093,0.26124291377969844
2,0.060000000000000005,Pathological cylinders_a,0.32111328458896965,0.9749186403780472,0.475035011321555
2,0.060000000000000005,Slime_a,0.12045950364180165,0.9823256684830481,0.19120457395629234
2,0.060000000000000005,Spermatozoon_a,0.0,0.96,
2,0.06999999999999999,Leukocyte_a,0.42379575397136326,0.9000080077131157,0.5730902527932317
