n_comp,condition,sens,spec,Anomaly,sens_variance,spec_variance
5.0,0.3,0.6296561498930485,0.8051039548774888,Density_a,0.0021714684717508755,0.0009340734431101744
5.0,0.3,0.0,1.0,pH_a,0.0,0.0
6.0,0.01,0.9927941313028136,0.007382958111954515,Density_a,0.00012033401936190119,9.026687471288622e-05
6.0,0.01,0.3052631578947368,0.7514433442441386,pH_a,0.07777008310249307,0.002991830124215832
6.0,0.02,0.9704607447054796,0.03869696905907172,Density_a,0.0010688076414235273,0.0004140387611466618
6.0,0.02,0.0,0.9673655998218196,pH_a,0.0,0.0001008595512611922
6.0,0.03,0.9588859987877392,0.10579452902916472,Density_a,0.0005324056710760242,0.0010003722119838877
6.0,0.03,0.0,0.9862266056477388,pH_a,0.0,0.00020011887383628732
6.0,0.04,0.9491620324545283,0.13281084659483047,Density_a,0.00019780092549266936,0.0012191960231292848
6.0,0.04,0.0,1.0,pH_a,0.0,0.0
6.0,0.05,0.943141018618506,0.18789740145432568,Density_a,0.0005282626373481528,0.0015930974243386449
6.0,0.05,0.0,0.9997593261131168,pH_a,0.0,2.8961959913750325e-07
6.0,0.06,0.9427610587229702,0.21712849174171775,Density_a,0.0022527995893933442,0.004390444887793274
6.0,0.06,0.0,0.9997581620314387,pH_a,0.0,2.924280151886864e-07
6.0,0.07,0.8917243289752343,0.29315582014088565,Density_a,0.0011962860845446184,0.004494194382170378
6.0,0.07,0.0,1.0,pH_a,0.0,0.0
6.0,0.08,0.8332977196368727,0.3267856666640647,Density_a,0.0037497288365732897,0.00957251099976175
6.0,0.08,0.0,1.0,pH_a,0.0,0.0
6.0,0.09,0.9124402630268552,0.35142559873846924,Density_a,0.0018316526644462825,0.0034271367615728234
6.0,0.09,0.0,1.0,pH_a,0.0,0.0
6.0,0.1,0.8302089136490249,0.40603351580698666,Density_a,0.007439235157688292,0.006360823874264015
6.0,0.1,0.0,0.9978339350180504,pH_a,0.0,2.3459187530138723e-05
6.0,0.11,0.8760983357971419,0.40638501867677534,Density_a,0.003392003524544556,0.003529794591632033
6.0,0.11,0.0,1.0,pH_a,0.0,0.0
6.0,0.12,0.8315269715578676,0.4401527992011388,Density_a,0.005772556764856935,0.0025450040885751216
6.0,0.12,0.0,1.0,pH_a,0.0,0.0
6.0,0.13,0.8442084442271831,0.487708378192637,Density_a,0.0010143260406468755,0.002354061186316405
6.0,0.13,0.0,1.0,pH_a,0.0,0.0
6.0,0.14,0.8440777379107718,0.5418986763271582,Density_a,0.0005018447461472593,0.0046147037922504575
6.0,0.14,0.0,1.0,pH_a,0.0,0.0
6.0,0.15,0.8050581547135172,0.5106787909046868,Density_a,0.0045317794728098795,0.002934450304208469
6.0,0.15,0.0,1.0,pH_a,0.0,0.0
6.0,0.16,0.7849970066261494,0.5516609603541763,Density_a,0.00470241658148607,0.00039008987533059255
6.0,0.16,0.0,1.0,pH_a,0.0,0.0
6.0,0.17,0.8045826572960634,0.5563434483474671,Density_a,0.003600699812679454,0.003618037042614665
6.0,0.17,0.0,1.0,pH_a,0.0,0.0
6.0,0.18,0.8217527883801626,0.5650943983320784,Density_a,0.0054740916930262505,0.0035630658481263203
6.0,0.18,0.0,1.0,pH_a,0.0,0.0
6.0,0.19,0.7133957810780389,0.6330046011846457,Density_a,0.0012256178321154033,0.007510918705646086
6.0,0.19,0.0,1.0,pH_a,0.0,0.0
6.0,0.2,0.6855161675735586,0.574629454544187,Density_a,0.0065646872015098215,0.0036171190971449477
6.0,0.2,0.0,1.0,pH_a,0.0,0.0
6.0,0.21,0.6815939182344037,0.6351052087244665,Density_a,0.003223455051966593,0.006281277866049211
6.0,0.21,0.0,1.0,pH_a,0.0,0.0
6.0,0.22000000000000006,0.7944188413796424,0.6379708538926611,Density_a,0.0024504994977261963,0.0035241083681270945
6.0,0.22000000000000006,0.0,1.0,pH_a,0.0,0.0
6.0,0.23000000000000004,0.6500587103120272,0.6711282489577596,Density_a,0.004411475653209385,0.0019993015042876995
6.0,0.23000000000000004,0.0,1.0,pH_a,0.0,0.0
6.0,0.24,0.6521022047041334,0.695315006353417,Density_a,0.008435158491707128,0.007180152352760494
6.0,0.24,0.0,1.0,pH_a,0.0,0.0
6.0,0.25,0.6925683364541905,0.7030454410647733,Density_a,0.002026242006090952,0.002117363635581648
6.0,0.25,0.0,1.0,pH_a,0.0,0.0
6.0,0.26,0.6671167082968252,0.6633905275030446,Density_a,0.006019452855996925,0.0012978572619487536
6.0,0.26,0.0,1.0,pH_a,0.0,0.0
6.0,0.27,0.670402732018853,0.7022651690982677,Density_a,0.007149692079308634,0.00837519843983454
6.0,0.27,0.0,1.0,pH_a,0.0,0.0
6.0,0.28,0.648585836434344,0.7022227424363435,Density_a,0.001687780980763561,0.003839281851747099
6.0,0.28,0.0,1.0,pH_a,0.0,0.0
6.0,0.29,0.6557157154564908,0.746322686932785,Density_a,0.003357263057431817,0.004579848117806237
6.0,0.29,0.0,1.0,pH_a,0.0,0.0
6.0,0.3,0.6737301428080291,0.7518144550658554,Density_a,0.008522557607171266,0.006182291366675194
6.0,0.3,0.0,1.0,pH_a,0.0,0.0
7.0,0.01,0.9960877684407096,0.010565660931654406,Density_a,3.7623328198381485e-05,0.000256684504000674
7.0,0.01,0.20617224880382773,0.6654292290306405,pH_a,0.06839622490327603,0.0034940355424424733
7.0,0.02,0.983442012672685,0.053361457635101285,Density_a,0.0007168403160892963,0.0004846355681438028
7.0,0.02,0.0,0.9705884062369028,pH_a,0.0,0.00011183962191999983
7.0,0.03,0.960768033999924,0.07667881559802238,Density_a,0.001085367053063392,0.00225785294782316
7.0,0.03,0.0,0.9913480995049556,pH_a,0.0,9.312119773052286e-05
7.0,0.04,0.978846840160908,0.09849286781668556,Density_a,2.600782129613344e-05,0.0011229820340037447
7.0,0.04,0.0,0.9966232678228004,pH_a,0.0,1.911245742796044e-05
7.0,0.05,0.8990790572733303,0.18481766939250888,Density_a,0.001823770316723061,0.0006624515512740259
7.0,0.05,0.0,0.9983059616723462,pH_a,0.0,4.096125836184228e-06
7.0,0.06,0.9045535545113088,0.22101048819716654,Density_a,0.0014450949495414718,0.002596517965827029
7.0,0.06,0.0,0.9997599039615844,pH_a,0.0,2.882305383137781e-07
7.0,0.07,0.92953785522318,0.3093714494598609,Density_a,0.0007598379076028291,0.009539106174650713
7.0,0.07,0.0,0.9975698663426488,pH_a,0.0,2.9527747962954706e-05
7.0,0.08,0.9046914665712226,0.3685334187943499,Density_a,0.0004083918177548773,0.007523950781856639
7.0,0.08,0.0,1.0,pH_a,0.0,0.0
7.0,0.09,0.8652088425397859,0.3477032360467571,Density_a,0.0018078904062753893,0.007917064684398184
7.0,0.09,0.0,1.0,pH_a,0.0,0.0
7.0,0.1,0.8853074181852133,0.3795889502503404,Density_a,0.002022099093229328,0.0019599899043783366
7.0,0.1,0.0,1.0,pH_a,0.0,0.0
7.0,0.11,0.8631436299088302,0.4251619556814285,Density_a,0.001496853113844337,0.012081242324667759
7.0,0.11,0.0,0.9975786924939468,pH_a,0.0,2.9313650194349572e-05
7.0,0.12,0.7745411889207885,0.44889487383534615,Density_a,0.0021193380392337453,0.0014545608990345206
7.0,0.12,0.0,1.0,pH_a,0.0,0.0
7.0,0.13,0.8484613364674909,0.4762736526479602,Density_a,0.0020862142601156164,0.0026841626604341235
7.0,0.13,0.0,1.0,pH_a,0.0,0.0
7.0,0.14,0.7661537032837746,0.4389347628791832,Density_a,0.004715707608094784,0.007062807163612611
7.0,0.14,0.0,1.0,pH_a,0.0,0.0
7.0,0.15,0.8095440670328861,0.5104789109544533,Density_a,0.0018511766534280614,0.005574677703232439
7.0,0.15,0.0,1.0,pH_a,0.0,0.0
7.0,0.16,0.766681444533847,0.5550629235755619,Density_a,0.014346214026351788,0.005082313431008798
7.0,0.16,0.0,1.0,pH_a,0.0,0.0
7.0,0.17,0.8046763036829905,0.583654691626079,Density_a,0.0038534790452326453,0.008827078318936251
7.0,0.17,0.0,1.0,pH_a,0.0,0.0
7.0,0.18,0.7343526385623502,0.6197832453248108,Density_a,0.00034754027680622147,0.0018731098027505505
7.0,0.18,0.0,1.0,pH_a,0.0,0.0
7.0,0.19,0.7837500304285382,0.5788662723417575,Density_a,0.00225963343549238,0.011978637466132792
7.0,0.19,0.0,1.0,pH_a,0.0,0.0
7.0,0.2,0.7370741494500275,0.6144756035777725,Density_a,0.005615860747373885,0.0014179776197710244
