Id,CreationStamp,Dataset,Description,Ch_0_0,Ch_0_1,Ch_0_2,Ch_0_3,Ch_0_4,Ch_0_5,Ch_0_6,Ch_0_7,Ch_0_8,Ch_0_9,Ch_0_10,Ch_0_11,Ch_0_12,Ch_0_13,Ch_0_14,Ch_0_15,Ch_0_16,Ch_0_17,Ch_1_0,Ch_1_1,Ch_1_2,Ch_1_3,Ch_1_4,Ch_1_5,Ch_1_6,Ch_1_7,Ch_1_8,Ch_1_9,Ch_1_10,Ch_1_11,Ch_1_12,Ch_1_13,Ch_1_14,Ch_1_15,Ch_1_16,Ch_1_17
3125,2019-11-15 08:33:14Z,Chm251,Spectrum1,123.8267,71.43849,397.6586,1071.785,1013.319,2178.734,338.3374,767.3532,1324.596,189.3483,4151.354,42.9874,4768.102,28.85665,6840.9490000000005,32.83932,10757.64,46.236270000000005,2118.536,20.56355,1157.048,306.2236,984.311,144.7386,234.8988,475.6491,237.8949,771.9107,821.0678,837.6639,493.6692,714.1971,132.1944,269.5984,117.7541,153.7615
3126,2019-11-15 08:33:21Z,Chm251,Spectrum2,124.7792,66.67593000000001,398.6054,1049.0610000000001,1012.331,2187.623,336.3874,779.0536,1296.825,191.8729,4063.0759999999996,42.21976,4761.348,27.628709999999998,6790.25,31.110940000000003,10797.27,46.236270000000005,2107.275,20.07395,1158.882,297.0552,973.6553,140.7427,234.8988,473.1413,237.8949,749.4521,823.6882,790.4962,493.6692,644.7924,131.5432,232.4798,117.7541,133.3249
3127,2019-11-15 08:33:26Z,Chm251,Spectrum3,123.8267,70.48598,400.4991,1075.572,1020.232,2186.635,337.3624,775.1535,1324.596,191.8729,4138.305,43.75503,4764.417,28.24268,6851.896,32.26319,10719.11,46.236270000000005,2126.369,20.07395,1154.298,318.1425,987.4188,145.1825,234.0628,491.5319,237.0631,786.8831,820.1943,873.4764,492.5497,742.1829,132.8456,240.2943,118.7273,160.5737
3128,2019-11-15 08:33:33Z,Chm251,Spectrum4,123.8267,70.48598,399.5522,1058.529,1016.2819999999999,2171.82,338.3374,767.3532,1328.8039999999999,190.1898,4157.495,42.21976,4771.785,28.24268,6820.784000000001,32.26319,10846.81,46.236270000000005,2112.1710000000003,20.56355,1166.2169999999999,307.1404,983.8669,145.1825,234.8988,478.1569,240.3903,763.5927,832.423,802.7248,500.3858,745.5412,132.1944,244.2015,117.7541,163.4933
3129,2019-11-15 08:33:39Z,Chm251,Spectrum5,123.8267,69.53345999999999,398.6054,1062.317,1015.294,2181.697,339.3125,763.4531,1324.596,191.0314,4139.84,42.9874,4750.91,28.24268,6795.435,32.26319,10878.74,47.337140000000005,2106.295,20.56355,1155.215,303.4731,986.5309,142.0746,234.8988,487.3522,237.8949,783.5559,824.5617,828.9291,491.4303,686.2114,132.1944,257.8768,116.7809,146.9493
3130,2019-11-15 08:33:44Z,Chm251,Spectrum6,123.8267,71.43849,396.7118,1085.04,1007.393,2182.685,335.4123,772.2284,1309.448,190.1898,4106.832,43.75503,4749.683,28.85665,6761.443,32.83932,10743.33,46.236270000000005,2107.275,20.56355,1156.132,306.2236,986.5309,143.8506,234.8988,476.485,237.8949,773.5743,822.8148,830.676,493.6692,711.9583,132.1944,268.9472,117.7541,153.7615
3131,2019-11-15 08:33:50Z,Chm251,Spectrum7,123.8267,69.53345999999999,398.6054,1062.317,1018.257,2174.783,338.3374,759.5529,1319.547,188.5067,4140.607,43.75503,4745.999,28.85665,6789.673000000001,32.26319,10721.31,45.13541,2106.785,20.07395,1161.633,310.8078,985.1989,143.4066,234.8988,480.6647,238.7267,776.9015,822.8148,840.2843,493.6692,720.9138,132.8456,237.6894,118.7273,156.681
3132,2019-11-15 08:34:00Z,Chm251,Spectrum8,123.8267,68.58096,399.5522,1035.806,1022.207,2159.969,338.3374,755.6528,1324.596,185.9821,4159.031,42.21976,4750.91,28.85665,6830.579000000001,33.41545,10582.6,46.236270000000005,2118.536,20.56355,1151.547,304.3899,985.6429,141.1867,234.0628,474.8131,237.0631,764.4245,814.08,814.9535,489.1915,773.5269999999999,133.4968,252.6671,118.7273,144.0298
3133,2019-11-15 08:34:07Z,Chm251,Spectrum9,122.8742,71.43849,398.6054,1069.891,1019.245,2186.635,336.3874,767.3532,1319.547,191.0314,4151.354,42.21976,4782.223,28.24268,6893.953,32.26319,10738.93,46.236270000000005,2145.9539999999997,20.07395,1151.547,299.8057,987.8628,144.7386,234.0628,478.9928,236.2313,766.0881,818.4474,797.4839,492.5497,735.4663,133.4968,243.5503,118.7273,164.4664
3134,2019-11-15 08:34:13Z,Chm251,Spectrum10,122.8742,71.43849,397.6586,1081.253,1016.2819999999999,2196.511,335.4123,773.2034,1312.815,192.7145,4132.931,42.21976,4788.977,28.24268,6877.821,32.26319,10763.14,45.13541,2131.755,20.56355,1152.464,304.3899,991.4147,145.1825,234.8988,474.8131,237.0631,749.4521,822.8148,787.8757,494.7886,716.436,133.4968,240.9454,118.7273,160.5737
3135,2019-11-15 08:34:27Z,Chm252,Spectrum1,124.7792,71.43849,414.7011,1100.1889999999999,1057.762,2240.955,331.5122,781.9788,1456.719,205.3377,4836.082,50.66372,5523.286,31.312540000000002,7839.956,35.71996,12362.7,51.740590000000005,2346.6929999999998,22.03238,1106.622,331.895,1083.319,157.6141,234.0628,540.0164,247.8765,835.9594,920.6441,920.6441,544.0436,779.1241,147.8233,261.1328,132.3517,173.225
3136,2019-11-15 08:34:32Z,Chm252,Spectrum2,123.8267,70.48598,415.6479,1095.455,1062.701,2236.0170000000003,332.4872,779.0536,1455.878,204.4961,4846.829000000001,49.89608,5530.654,31.926509999999997,7837.651,36.87222,12388.02,51.740590000000005,2341.308,22.03238,1108.4560000000001,330.9782,1085.095,156.2821,234.0628,535.8367,248.7083,835.1276,923.2645,906.6685,542.9241,761.2133,147.8233,298.2514,131.3785,167.386
3137,2019-11-15 08:34:39Z,Chm252,Spectrum3,124.7792,71.43849,416.5948,1099.242,1063.688,2247.869,332.4872,776.1285,1457.5610000000001,203.6546,4845.293,49.89608,5528.812,31.926509999999997,7843.988,36.29609,12377.01,51.740590000000005,2344.245,22.03238,1109.373,329.1445,1084.2069999999999,156.2821,234.0628,534.1648,248.7083,833.4639,924.138,896.1868,544.0436,746.6606,147.8233,292.3906,131.3785,163.4933
3138,2019-11-15 08:34:45Z,Chm252,Spectrum4,124.7792,67.62844,416.5948,1084.093,1065.664,2242.93,332.4872,784.9039,1458.402,204.4961,4847.597,48.360820000000004,5536.18,30.69857,7850.326,34.56771,12329.67,51.740590000000005,2350.121,22.03238,1108.4560000000001,320.893,1084.651,151.3983,234.0628,530.821,247.8765,823.4824,921.5176,849.8925,542.9241,687.3308,147.8233,248.1087,132.3517,144.0298
3139,2019-11-15 08:34:52Z,Chm252,Spectrum5,124.7792,70.48598,417.5416,1108.71,1067.639,2260.708,332.4872,783.9288,1460.086,207.0208,4849.1320000000005,49.12845,5528.198,31.926509999999997,7837.651,36.87222,12361.6,51.740590000000005,2347.183,22.03238,1106.622,327.3109,1083.319,154.0622,234.0628,540.8523,247.8765,839.2866,918.8972,884.8316,540.6853,837.3346,147.8233,275.4593,131.3785,156.681
3140,2019-11-15 08:34:59Z,Chm252,Spectrum6,124.7792,72.39101,417.5416,1118.178,1067.639,2256.758,333.4622,786.8539,1460.086,206.1792,4846.829000000001,48.360820000000004,5533.11,31.312540000000002,7850.901999999999,36.29609,12364.9,51.740590000000005,2347.672,22.03238,1106.622,322.7267,1084.651,157.6141,234.0628,534.1648,247.8765,828.4731,918.8972,867.3621,541.8047,793.6768,147.8233,263.7376,131.3785,177.1177
3141,2019-11-15 08:35:06Z,Chm252,Spectrum7,124.7792,71.43849,418.4884,1116.285,1069.614,2267.6220000000003,333.4622,785.8789,1458.402,207.0208,4845.293,49.12845,5529.4259999999995,31.312540000000002,7841.108,35.71996,12336.28,51.740590000000005,2349.631,22.03238,1107.539,327.3109,1084.651,154.9502,234.0628,540.0164,248.7083,835.1276,919.7706,886.5786,541.8047,730.9886,147.8233,278.7153,131.3785,157.6542
3142,2019-11-15 08:35:13Z,Chm252,Spectrum8,124.7792,71.43849,418.4884,1117.231,1066.651,2259.72,333.4622,784.9039,1457.5610000000001,205.3377,4834.5470000000005,50.66372,5522.672,31.312540000000002,7831.89,35.71996,12375.91,51.740590000000005,2343.756,22.03238,1107.539,330.9782,1084.651,157.1701,234.0628,535.8367,248.7083,832.6321,920.6441,913.6563,541.8047,771.2881,147.8233,257.2256,132.3517,170.3055
3143,2019-11-15 08:35:20Z,Chm252,Spectrum9,124.7792,71.43849,417.5416,1116.285,1065.664,2262.683,332.4872,785.8789,1454.195,206.1792,4829.941,49.89608,5523.286,31.926509999999997,7838.803000000001,35.71996,12359.4,51.740590000000005,2345.714,22.03238,1106.622,329.1445,1084.651,157.6141,234.0628,537.5085,247.8765,832.6321,919.7706,912.7828,542.9241,770.1687,147.8233,256.5743,132.3517,169.3323
3144,2019-11-15 08:35:27Z,Chm252,Spectrum10,123.8267,72.39101,417.5416,1128.593,1067.639,2263.6710000000003,332.4872,783.9288,1454.195,206.1792,4832.244000000001,48.360820000000004,5533.11,31.926509999999997,7848.598000000001,36.29609,12372.61,51.740590000000005,2349.631,22.03238,1107.539,325.4772,1085.983,158.058,234.0628,537.5085,247.8765,835.1276,919.7706,874.3499,542.9241,805.9905,147.8233,264.3888,132.3517,180.0372
3145,2019-11-15 08:35:45Z,Chm253,Spectrum1,143.8295,175.2624,1009.295,4753.914000000001,2562.926,6842.37,582.0964,1739.464,2111.444,379.5381,5995.206999999999,79.83373,6893.67,60.16919,9270.482,61.64574,14249.58,72.65701,2917.577,40.6375,1154.298,346.5644,1146.365,161.6099,266.6644,622.7743,266.1761,870.895,1004.498,892.6929,582.1042,832.8569,168.0106,281.3201,153.7615,178.0909
3146,2019-11-15 08:35:52Z,Chm253,Spectrum2,143.8295,177.1675,1007.4019999999999,4752.021,2562.926,6808.791,580.1463,1736.539,2102.187,378.6966,5986.763000000001,81.369,6924.369000000001,60.16919,9324.063,61.64574,14237.47,71.55614,2934.7129999999997,39.65828,1149.714,352.9823,1150.805,162.9419,266.6644,624.4462,267.0079,864.2405,1002.7510000000001,871.7294,582.1042,775.7659,168.6618,262.4352,154.7347,190.7421
3147,2019-11-15 08:35:59Z,Chm253,Spectrum3,143.8295,176.215,1003.615,4748.233,2556.012,6838.419,578.1962,1736.539,2093.771,379.5381,5975.2480000000005,80.60136,6886.9169999999995,60.16919,9266.449,62.221869999999996,14192.33,71.55614,2918.066,40.6375,1148.797,343.8139,1145.921,162.4979,266.6644,606.0555,265.3443,847.6046,1001.0039999999999,884.8316,579.8654,725.3915,167.3594,291.0882,153.7615,181.0104
