Id,CreationStamp,Dataset,Description,Ch_0_0,Ch_0_1,Ch_0_2,Ch_0_3,Ch_0_4,Ch_0_5,Ch_0_6,Ch_0_7,Ch_0_8,Ch_0_9,Ch_0_10,Ch_0_11,Ch_0_12,Ch_0_13,Ch_0_14,Ch_0_15,Ch_0_16,Ch_0_17,Ch_1_0,Ch_1_1,Ch_1_2,Ch_1_3,Ch_1_4,Ch_1_5,Ch_1_6,Ch_1_7,Ch_1_8,Ch_1_9,Ch_1_10,Ch_1_11,Ch_1_12,Ch_1_13,Ch_1_14,Ch_1_15,Ch_1_16,Ch_1_17
3.0,2019-09-26 08:56:09Z,Chm1,Spectrum1,116.2066,86.6787,501.8073,1966.517,1211.8339999999998,3746.119,420.2404,1028.663,1396.969,233.9503,3703.0570000000002,52.19898,3828.725,36.83828,5593.055,40.328990000000005,9631.456,42.933690000000006,2088.67,24.480420000000002,1244.1480000000001,248.4629,753.4396,126.9792,286.72700000000003,435.524,241.2221,660.4495,738.961,748.5693,419.7867,606.7318,113.9607,206.4316,103.1565,146.9493
4.0,2019-09-26 08:56:32Z,Chm1,Spectrum2,110.4915,89.53624,495.1797,2054.57,1219.735,3993.0290000000005,410.4901,1043.288,1414.642,244.8904,3810.526,52.966609999999996,4077.384,38.06622,5931.241999999999,40.905120000000004,9532.379,44.03455,2196.873,25.45964,1191.888,232.8766,775.6388,131.863,280.0394,426.3287,232.0723,638.8227,729.3528,700.5281,408.5924,614.5677,118.5191,212.2925,106.07600000000001,155.7079
5.0,2019-09-26 08:57:00Z,Chm1,Spectrum3,103.8239,81.91614,484.7648,1963.6760000000002,1213.81,3925.869,400.7397,1040.363,1449.987,248.2566,3932.579,56.03714,4170.093,41.13608,6102.928000000001,44.93802,10287.57,47.337140000000005,2313.889,27.90768,1122.2089999999998,232.8766,776.0828,132.30700000000002,288.3988,467.2897,232.0723,661.2813,748.5693,736.3406,400.7564,640.3147,118.5191,227.2702,107.0492,140.1371
6.0,2019-09-26 08:57:12Z,Chm1,Spectrum4,109.539,85.72619,510.3286,2041.3139999999999,1270.105,4032.534,412.4402,1055.964,1477.7579999999998,249.0982,4042.3509999999997,56.03714,4242.542,40.52211,6130.5830000000005,43.785759999999996,10056.39,46.236270000000005,2243.386,26.43886,1149.714,233.7935,802.2778,137.1908,281.7113,451.4069,231.2405,657.1223,756.4305,726.7324,415.309,632.4786,121.1239,224.6654,108.0223,163.4933
7.0,2019-09-26 08:57:32Z,Chm1,Spectrum5,105.729,82.86865,488.55199999999996,1967.463,1214.797,3926.857,408.54,1042.313,1459.244,248.2566,3993.222,56.03714,4185.443,40.52211,6128.854,43.785759999999996,10486.83,47.337140000000005,2326.13,27.90768,1142.379,234.7103,777.4147,130.0871,294.2504,482.3366,236.2313,671.2629,765.1653,750.3162,408.5924,574.2682,119.1703,233.7822,107.0492,142.0834
8.0,2019-09-26 08:57:54Z,Chm1,Spectrum6,108.5865,88.58373,499.9137,2069.719,1220.723,3981.177,408.54,1077.415,1449.987,250.7813,3919.5290000000005,56.03714,4086.593,39.90814,5952.559,42.6335,10264.45,47.337140000000005,2198.342,26.928459999999998,1156.132,242.9618,780.5226,134.0829,284.2191,452.2428,233.7359,667.9357,767.7858,760.7979,419.7867,589.9402,117.8679,235.7358,105.1028,143.0566
9.0,2019-09-26 08:58:05Z,Chm1,Spectrum7,114.3016,87.63122,497.0733,1976.931,1197.02,3755.007,417.3153,1052.0639999999999,1401.1770000000001,237.3165,3694.613,52.966609999999996,3922.663,37.45225,5735.935,39.75286,9611.641,42.933690000000006,2147.9120000000003,24.970029999999998,1223.978,245.7123,761.8753,128.3112,285.89099999999996,431.3443,237.8949,634.6636,731.9732,687.4259,408.5924,601.1346,115.9143,204.47799999999998,105.1028,146.9493
10.0,2019-09-26 08:58:16Z,Chm1,Spectrum8,103.8239,83.82117,473.4031,1949.474,1167.391,3836.9809999999998,391.9644,1023.788,1395.286,241.5242,3777.5170000000003,55.26951,4287.976,40.52211,6254.45,43.785759999999996,10233.63,46.236270000000005,2334.9429999999998,27.41807,1142.379,242.9618,796.5060000000001,133.195,285.89099999999996,456.4225,232.9041,659.6177,756.4305,764.2918,407.473,584.3431,121.1239,239.6431,108.9955,145.9761
11.0,2019-09-26 08:58:26Z,Chm1,Spectrum9,109.539,85.72619,489.4988,1975.985,1205.9080000000001,3884.388,407.565,1054.989,1405.385,241.5242,3752.1859999999997,52.966609999999996,3962.571,38.68019,5772.23,40.905120000000004,9816.401,45.13541,2185.123,25.94925,1178.136,243.8787,747.2239,127.4232,290.0707,458.9303,236.2313,662.1131,736.3406,717.1241,396.2787,612.3289,114.6119,202.5244,104.1296,150.842
12.0,2019-09-26 08:58:37Z,Chm1,Spectrum10,111.444,84.77367,497.0733,1973.144,1203.933,3936.7329999999997,415.3653,1050.114,1418.85,244.0489,3825.111,53.73425,4019.0559999999996,38.68019,5791.243,40.328990000000005,9817.502,45.13541,2158.194,25.94925,1175.385,235.6271,767.2031,126.9792,288.3988,461.4381,235.3995,664.6085,733.7202,731.0997,398.5175,647.0313,115.9143,220.7581,103.1565,136.2444
